"","Ano da eleição","UF","Código do município","Nome do município","Cargo","Volatilidade eleitoral","Volatilidade parlamentar"
"19023",2004,"SP","69191","Pradopolis","Vereador"," 6,17"," 6,19"
"19024",2004,"SP","69213","Praia Grande","Vereador","12,52","12,50"
"19025",2004,"SP","69230","Presidente Alves","Vereador"," 3,38"," 3,33"
"19026",2004,"SP","69256","Presidente Bernardes","Vereador"," 4,02"," 4,04"
"19027",2004,"SP","69272","Presidente Epitacio","Vereador"," 6,76"," 6,73"
"19028",2004,"SP","69299","Presidente Prudente","Vereador"," 9,50"," 9,50"
"19029",2004,"SP","69310","Presidente Venceslau","Vereador"," 5,52"," 5,50"
"19030",2004,"SP","69337","Promissao","Vereador"," 7,92"," 7,89"
"19031",2004,"SP","69353","Quata","Vereador"," 7,10"," 7,12"
"19032",2004,"SP","69370","Queiroz","Vereador"," 3,74"," 3,73"
"19033",2004,"SP","69396","Queluz","Vereador"," 7,10"," 7,06"
"19034",2004,"SP","69418","Quintana","Vereador"," 4,64"," 4,64"
"19035",2004,"SP","69434","Rafard","Vereador"," 5,35"," 5,38"
"19036",2004,"SP","69477","Redencao Da Serra","Vereador"," 5,96"," 5,94"
"19037",2004,"SP","69493","Regente Feijo","Vereador"," 5,55"," 5,50"
"19038",2004,"SP","69515","Reginopolis","Vereador"," 5,76"," 5,77"
"19039",2004,"SP","69531","Registro","Vereador"," 8,19"," 8,18"
"19040",2004,"SP","69558","Restinga","Vereador"," 4,83"," 4,86"
"19041",2004,"SP","69574","Ribeira","Vereador"," 3,60"," 3,61"
"19042",2004,"SP","69590","Ribeirao Bonito","Vereador"," 5,55"," 5,54"
"19043",2004,"SP","69612","Ribeirao Branco","Vereador"," 4,66"," 4,62"
"19044",2004,"SP","69639","Ribeirao Corrente","Vereador"," 3,74"," 3,64"
"19045",2004,"SP","69655","Ribeirao Do Sul","Vereador"," 5,50"," 5,50"
"19046",2004,"SP","69671","Ribeirao Pires","Vereador"," 9,49"," 9,50"
"19047",2004,"SP","69698","Ribeirao Preto","Vereador","12,51","12,50"
"19048",2004,"SP","69710","Riversul","Vereador"," 4,15"," 4,15"
"19049",2004,"SP","69736","Rifaina","Vereador"," 5,56"," 5,55"
"19050",2004,"SP","69752","Rincao","Vereador"," 4,56"," 4,55"
"19051",2004,"SP","69779","Rinopolis","Vereador"," 4,00"," 4,00"
"19052",2004,"SP","69795","Rio Claro","Vereador","10,08","10,08"
"19053",2004,"SP","69817","Rio Das Pedras","Vereador"," 9,80"," 9,83"
"19054",2004,"SP","69833","Rio Grande Da Serra","Vereador","10,08","10,07"
"19055",2004,"SP","69850","Riolandia","Vereador"," 5,00"," 5,00"
"19056",2004,"SP","69876","Roseira","Vereador"," 5,59"," 5,61"
"19057",2004,"SP","69892","Rubiacea","Vereador"," 3,11"," 3,09"
"19058",2004,"SP","69914","Rubineia","Vereador"," 4,02"," 4,00"
"19059",2004,"SP","69930","Sabino","Vereador"," 4,00"," 4,00"
"19060",2004,"SP","69957","Sagres","Vereador"," 4,05"," 4,05"
"19061",2004,"SP","69973","Sales","Vereador"," 2,36"," 2,39"
"19062",2004,"SP","69990","Sales Oliveira","Vereador"," 3,50"," 3,50"
"19063",2004,"SP","70017","Salesopolis","Vereador","10,86","10,94"
"19064",2004,"SP","70033","Salmorao","Vereador"," 3,97"," 4,00"
"19065",2004,"SP","70050","Salto","Vereador","11,60","11,59"
"19066",2004,"SP","70076","Salto De Pirapora","Vereador"," 7,40"," 7,39"
"19067",2004,"SP","70092","Salto Grande","Vereador"," 4,00"," 4,00"
"19068",2004,"SP","70114","Sandovalina","Vereador"," 5,39"," 5,39"
"19069",2004,"SP","70130","Santa Adelia","Vereador"," 5,97"," 6,00"
"19070",2004,"SP","70157","Santa Albertina","Vereador"," 2,00"," 2,00"
"19071",2004,"SP","70173","Santa Barbara D Oeste","Vereador","12,15","12,16"
"19072",2004,"SP","70190","Aguas De Santa Barbara","Vereador"," 5,19"," 5,18"
"19073",2004,"SP","70211","Santa Branca","Vereador"," 7,11"," 7,17"
"19074",2004,"SP","70238","Santa Clara D Oeste","Vereador"," 4,16"," 4,17"
"19075",2004,"SP","70254","Santa Cruz Da Conceicao","Vereador"," 2,64"," 2,64"
"19076",2004,"SP","70270","Santa Cruz Das Palmeiras","Vereador"," 4,50"," 4,50"
"19077",2004,"SP","70297","Santa Cruz Do Rio Pardo","Vereador"," 5,05"," 5,07"
"19078",2004,"SP","70319","Santa Ernestina","Vereador"," 4,83"," 4,86"
"19079",2004,"SP","70335","Santa Fe Do Sul","Vereador"," 5,58"," 5,57"
"19080",2004,"SP","70351","Santa Gertrudes","Vereador"," 7,84"," 7,81"
"19081",2004,"SP","70378","Santa Isabel","Vereador","10,40","10,39"
"19082",2004,"SP","70394","Santa Lucia","Vereador"," 7,06"," 7,11"
"19083",2004,"SP","70416","Santa Maria Da Serra","Vereador"," 3,00"," 3,00"
"19084",2004,"SP","70432","Santa Mercedes","Vereador"," 4,59"," 4,61"
"19085",2004,"SP","70459","Santana Da Ponte Pensa","Vereador"," 4,16"," 4,17"
"19086",2004,"SP","70475","Santana De Parnaiba","Vereador","10,34","10,37"
"19087",2004,"SP","70491","Santa Rita D Oeste","Vereador"," 3,64"," 3,64"
"19088",2004,"SP","70513","Santa Rita Do Passa Quatro","Vereador"," 5,78"," 5,77"
"19089",2004,"SP","70530","Santa Rosa De Viterbo","Vereador"," 6,05"," 6,07"
"19090",2004,"SP","70556","Santo Anastacio","Vereador"," 5,50"," 5,50"
"19091",2004,"SP","70572","Santo Andre","Vereador","13,58","13,60"
"19092",2004,"SP","70599","Santo Antonio Da Alegria","Vereador"," 4,50"," 4,50"
"19093",2004,"SP","70610","Santo Antonio Da Posse","Vereador"," 6,95"," 6,89"
"19094",2004,"SP","70637","Santo Antonio Do Jardim","Vereador"," 5,26"," 5,22"
"19095",2004,"SP","70653","Santo Antonio Do Pinhal","Vereador"," 5,14"," 5,11"
"19096",2004,"SP","70670","Santo Expedito","Vereador"," 4,50"," 4,50"
"19097",2004,"SP","70696","Santopolis Do Aguapei","Vereador"," 4,12"," 4,11"
"19098",2004,"SP","70718","Santos","Vereador","12,99","13,00"
"19099",2004,"SP","70734","Sao Bento Do Sapucai","Vereador"," 5,06"," 5,11"
"19100",2004,"SP","70750","Sao Bernardo Do Campo","Vereador","13,50","13,50"
"19101",2004,"SP","70777","Sao Caetano Do Sul","Vereador","11,77","11,79"
"19102",2004,"SP","70793","Sao Carlos","Vereador","12,82","12,81"
"19103",2004,"SP","70815","Sao Francisco","Vereador"," 3,84"," 3,83"
"19104",2004,"SP","70831","Sao Joao Da Boa Vista","Vereador"," 7,59"," 7,59"
"19105",2004,"SP","70858","Sao Joao Das Duas Pontes","Vereador"," 5,03"," 5,06"
"19106",2004,"SP","70874","Sao Joao Do Pau D Alho","Vereador"," 3,50"," 3,50"
"19107",2004,"SP","70890","Sao Joaquim Da Barra","Vereador"," 8,99"," 9,00"
"19108",2004,"SP","70912","Sao Jose Da Bela Vista","Vereador"," 6,43"," 6,45"
"19109",2004,"SP","70939","Sao Jose Do Barreiro","Vereador"," 5,62"," 5,59"
"19110",2004,"SP","70955","Sao Jose Do Rio Pardo","Vereador"," 5,02"," 5,04"
"19111",2004,"SP","70971","Sao Jose Do Rio Preto","Vereador","12,37","12,35"
"19112",2004,"SP","70998","Sao Jose Dos Campos","Vereador","12,66","12,62"
"19113",2004,"SP","71013","Sao Luis Do Paraitinga","Vereador"," 7,42"," 7,38"
"19114",2004,"SP","71030","Sao Manuel","Vereador"," 9,70"," 9,73"
"19115",2004,"SP","71056","Sao Miguel Arcanjo","Vereador"," 5,52"," 5,50"
"19116",2004,"SP","71072","Sao Paulo","Vereador","14,99","14,99"
"19117",2004,"SP","71099","Sao Pedro","Vereador"," 9,59"," 9,58"
"19118",2004,"SP","71110","Sao Pedro Do Turvo","Vereador"," 5,12"," 5,11"
"19119",2004,"SP","71137","Sao Roque","Vereador"," 9,98"," 9,97"
"19120",2004,"SP","71153","Sao Sebastiao","Vereador","11,25","11,30"
"19121",2004,"SP","71170","Sao Sebastiao Da Grama","Vereador"," 4,50"," 4,50"
"19122",2004,"SP","71196","Sao Simao","Vereador"," 6,45"," 6,44"
"19123",2004,"SP","71218","Sao Vicente","Vereador","11,51","11,50"
"19124",2004,"SP","71234","Sarapui","Vereador"," 3,50"," 3,50"
"19125",2004,"SP","71250","Sarutaia","Vereador"," 4,77"," 4,77"
"19126",2004,"SP","71277","Sebastianopolis Do Sul","Vereador"," 3,40"," 3,44"
"19127",2004,"SP","71293","Serra Azul","Vereador"," 4,57"," 4,55"
"19128",2004,"SP","71315","Serrana","Vereador","11,00","11,00"
"19129",2004,"SP","71331","Serra Negra","Vereador"," 9,00"," 9,00"
"19130",2004,"SP","71358","Sertaozinho","Vereador"," 8,82"," 8,79"
"19131",2004,"SP","71374","Sete Barras","Vereador"," 6,79"," 6,78"
"19132",2004,"SP","71390","Severinia","Vereador"," 5,98"," 5,94"
"19133",2004,"SP","71412","Silveiras","Vereador"," 4,33"," 4,33"
"19134",2004,"SP","71439","Socorro","Vereador"," 8,20"," 8,18"
"19135",2004,"SP","71455","Sorocaba","Vereador","12,54","12,50"
"19136",2004,"SP","71471","Sud Menucci","Vereador"," 4,52"," 4,55"
"19137",2004,"SP","71498","Sumare","Vereador","13,26","13,27"
"19138",2004,"SP","71510","Suzano","Vereador","12,98","13,00"
"19139",2004,"SP","71536","Tabapua","Vereador"," 4,63"," 4,64"
"19140",2004,"SP","71552","Tabatinga","Vereador"," 5,89"," 5,85"
"19141",2004,"SP","71579","Taboao Da Serra","Vereador","11,50","11,50"
"19142",2004,"SP","71595","Taciba","Vereador"," 3,65"," 3,68"
"19143",2004,"SP","71617","Taguai","Vereador"," 5,16"," 5,22"
"19144",2004,"SP","71633","Taiacu","Vereador"," 5,76"," 5,83"
"19145",2004,"SP","71650","Taiuva","Vereador"," 4,50"," 4,50"
"19146",2004,"SP","71676","Tambau","Vereador"," 7,07"," 7,00"
"19147",2004,"SP","71692","Tanabi","Vereador"," 4,81"," 4,80"
"19148",2004,"SP","71714","Tapirai","Vereador"," 5,00"," 5,00"
"19149",2004,"SP","71730","Tapiratiba","Vereador"," 6,39"," 6,38"
"19150",2004,"SP","71757","Taquaritinga","Vereador"," 8,06"," 8,06"
"19151",2004,"SP","71773","Taquarituba","Vereador"," 5,55"," 5,53"
"19152",2004,"SP","71790","Tarabai","Vereador"," 5,00"," 5,00"
"19153",2004,"SP","71811","Tatui","Vereador"," 9,70"," 9,71"
"19154",2004,"SP","71838","Taubate","Vereador","12,49","12,50"
"19155",2004,"SP","71854","Tejupa","Vereador"," 3,64"," 3,61"
"19156",2004,"SP","71870","Teodoro Sampaio","Vereador"," 6,13"," 6,12"
"19157",2004,"SP","71897","Terra Roxa","Vereador"," 4,54"," 4,55"
"19158",2004,"SP","71919","Tiete","Vereador"," 5,82"," 5,83"
"19159",2004,"SP","71935","Timburi","Vereador"," 4,56"," 4,61"
"19160",2004,"SP","71951","Torrinha","Vereador"," 7,21"," 7,18"
"19161",2004,"SP","71978","Tremembe","Vereador"," 7,58"," 7,58"
"19162",2004,"SP","71994","Tres Fronteiras","Vereador"," 4,59"," 4,59"
"19163",2004,"SP","72010","Tupa","Vereador"," 7,00"," 7,00"
"19164",2004,"SP","72036","Tupi Paulista","Vereador"," 5,27"," 5,32"
"19165",2004,"SP","72052","Turiuba","Vereador"," 3,16"," 3,06"
"19166",2004,"SP","72079","Turmalina","Vereador"," 3,51"," 3,50"
"19167",2004,"SP","72095","Ubatuba","Vereador","10,00","10,00"
"19168",2004,"SP","72117","Ubirajara","Vereador"," 4,18"," 4,27"
"19169",2004,"SP","72133","Uchoa","Vereador"," 7,50"," 7,50"
"19170",2004,"SP","72150","Uniao Paulista","Vereador"," 4,70"," 4,68"
"19171",2004,"SP","72176","Urania","Vereador"," 4,60"," 4,59"
"19172",2004,"SP","72192","Uru","Vereador"," 3,38"," 3,28"
"19173",2004,"SP","72214","Urupes","Vereador"," 4,03"," 4,00"
"19174",2004,"SP","72230","Valentim Gentil","Vereador"," 6,24"," 6,27"
"19175",2004,"SP","72257","Valinhos","Vereador"," 9,29"," 9,32"
"19176",2004,"SP","72273","Valparaizo","Vereador"," 5,23"," 5,23"
"19177",2004,"SP","72311","Vargem Grande Do Sul","Vereador"," 8,22"," 8,22"
"19178",2004,"SP","72338","Varzea Paulista","Vereador"," 9,32"," 9,32"
"19179",2004,"SP","72354","Vera Cruz","Vereador"," 5,39"," 5,39"
"19180",2004,"SP","72370","Vinhedo","Vereador"," 9,19"," 9,20"
"19181",2004,"SP","72397","Viradouro","Vereador"," 4,52"," 4,55"
"19182",2004,"SP","72419","Vista Alegre Do Alto","Vereador"," 5,01"," 5,00"
"19183",2004,"SP","72435","Votorantim","Vereador"," 9,10"," 9,12"
"19184",2004,"SP","72451","Votuporanga","Vereador"," 8,37"," 8,35"
"19185",2004,"SP","72737","Vargem Grande Paulista","Vereador"," 9,80"," 9,82"
"19186",2008,"SP","61000","Euclides Da Cunha Paulista","Vereador"," 7,56"," 7,50"
"19187",2008,"SP","61018","Adamantina","Vereador"," 5,63"," 5,61"
"19188",2008,"SP","61026","Borebi","Vereador"," 3,11"," 3,11"
"19189",2008,"SP","61034","Adolfo","Vereador"," 5,12"," 5,11"
"19190",2008,"SP","61042","Taruma","Vereador"," 5,50"," 5,50"
"19191",2008,"SP","61050","Aguai","Vereador"," 9,58"," 9,61"
"19192",2008,"SP","61069","Motuca","Vereador"," 5,60"," 5,61"
"19193",2008,"SP","61077","Aguas Da Prata","Vereador"," 4,00"," 4,00"
"19194",2008,"SP","61085","Iaras","Vereador"," 6,15"," 6,11"
"19195",2008,"SP","61093","Aguas De Lindoia","Vereador"," 6,04"," 6,06"
"19196",2008,"SP","61107","Guatapara","Vereador"," 6,45"," 6,44"
"19197",2008,"SP","61115","Aguas De Sao Pedro","Vereador"," 5,69"," 5,67"
"19198",2008,"SP","61123","Dirce Reis","Vereador"," 5,78"," 5,67"
"19199",2008,"SP","61131","Agudos","Vereador"," 6,17"," 6,17"
"19200",2008,"SP","61140","Espirito Santo Do Turvo","Vereador"," 3,72"," 3,78"
"19201",2008,"SP","61158","Alfredo Marcondes","Vereador"," 4,04"," 4,06"
"19202",2008,"SP","61166","Rosana","Vereador"," 9,51"," 9,50"
"19203",2008,"SP","61174","Altair","Vereador"," 5,09"," 5,11"
"19204",2008,"SP","61182","Embauba","Vereador"," 5,19"," 5,22"
"19205",2008,"SP","61190","Altinopolis","Vereador"," 8,51"," 8,50"
"19206",2008,"SP","61204","Ilha Solteira","Vereador"," 8,46"," 8,39"
"19207",2008,"SP","61212","Alto Alegre","Vereador"," 3,65"," 3,67"
"19208",2008,"SP","61220","Aluminio","Vereador"," 8,17"," 8,17"
"19209",2008,"SP","61239","Alvares Florence","Vereador"," 4,83"," 4,83"
"19210",2008,"SP","61247","Pedrinhas Paulista","Vereador"," 2,43"," 2,44"
"19211",2008,"SP","61255","Alvares Machado","Vereador"," 6,01"," 6,00"
"19212",2008,"SP","61263","Aracariguama","Vereador","10,00","10,00"
"19213",2008,"SP","61271","Alvaro De Carvalho","Vereador"," 6,15"," 6,11"
"19214",2008,"SP","61280","Bertioga","Vereador","12,22","12,22"
"19215",2008,"SP","61298","Alvinlandia","Vereador"," 4,56"," 4,56"
"19216",2008,"SP","61301","Suzanapolis","Vereador"," 3,00"," 3,00"
"19217",2008,"SP","61310","Americana","Vereador","12,14","12,19"
"19218",2008,"SP","61328","Santo Antonio Do Aracangua","Vereador"," 4,86"," 4,83"
"19219",2008,"SP","61336","Americo Brasiliense","Vereador"," 6,94"," 6,89"
"19220",2008,"SP","61344","Canitar","Vereador"," 3,45"," 3,50"
"19221",2008,"SP","61352","Americo De Campos","Vereador"," 4,92"," 4,94"
"19222",2008,"SP","61360","Barra Do Chapeu","Vereador"," 5,59"," 5,61"
"19223",2008,"SP","61379","Amparo","Vereador"," 8,53"," 8,55"
"19224",2008,"SP","61387","Emilianopolis","Vereador"," 2,50"," 2,50"
"19225",2008,"SP","61395","Analandia","Vereador"," 5,81"," 5,78"
"19226",2008,"SP","61409","Novais","Vereador"," 4,56"," 4,56"
"19227",2008,"SP","61417","Andradina","Vereador","10,27","10,25"
"19228",2008,"SP","61425","Nova Canaa Paulista","Vereador"," 2,58"," 2,56"
"19229",2008,"SP","61433","Angatuba","Vereador"," 6,74"," 6,78"
"19230",2008,"SP","61441","Saltinho","Vereador"," 3,81"," 3,78"
"19231",2008,"SP","61450","Anhembi","Vereador"," 5,81"," 5,78"
"19232",2008,"SP","61468","Ubarana","Vereador"," 5,39"," 5,33"
"19233",2008,"SP","61476","Anhumas","Vereador"," 4,66"," 4,67"
"19234",2008,"SP","61484","Cajati","Vereador","10,82","10,78"
"19235",2008,"SP","61492","Aparecida","Vereador"," 9,50"," 9,50"
"19236",2008,"SP","61506","Campina Do Monte Alegre","Vereador"," 5,31"," 5,33"
"19237",2008,"SP","61514","Aparecida D'oeste","Vereador"," 5,76"," 5,78"
"19238",2008,"SP","61522","Aspasia","Vereador"," 3,42"," 3,39"
"19239",2008,"SP","61530","Apiai","Vereador"," 8,00"," 8,00"
"19240",2008,"SP","61549","Vargem","Vereador"," 6,51"," 6,50"
"19241",2008,"SP","61557","Aracatuba","Vereador","11,94","11,96"
"19242",2008,"SP","61565","Potim","Vereador"," 8,28"," 8,28"
"19243",2008,"SP","61573","Aracoiaba Da Serra","Vereador"," 7,94"," 7,94"
"19244",2008,"SP","61581","Alambari","Vereador"," 3,00"," 3,00"
"19245",2008,"SP","61590","Aramina","Vereador"," 7,24"," 7,22"
"19246",2008,"SP","61603","Itaoca","Vereador"," 5,05"," 5,06"
"19247",2008,"SP","61611","Arandu","Vereador"," 5,55"," 5,56"
"19248",2008,"SP","61620","Tuiuti","Vereador"," 6,82"," 6,78"
"19249",2008,"SP","61638","Araraquara","Vereador"," 9,50"," 9,50"
"19250",2008,"SP","61646","Arapei","Vereador"," 4,01"," 4,00"
"19251",2008,"SP","61654","Araras","Vereador"," 8,54"," 8,55"
"19252",2008,"SP","61662","Estiva Gerbi","Vereador"," 7,37"," 7,39"
"19253",2008,"SP","61670","Arealva","Vereador"," 3,50"," 3,50"
"19254",2008,"SP","61689","Engenheiro Coelho","Vereador"," 6,77"," 6,78"
"19255",2008,"SP","61697","Areias","Vereador"," 6,29"," 6,22"
"19256",2008,"SP","61700","Ribeirao Grande","Vereador"," 5,41"," 5,44"
"19257",2008,"SP","61719","Areiopolis","Vereador"," 6,61"," 6,61"
"19258",2008,"SP","61727","Hortolandia","Vereador","11,93","11,92"
"19259",2008,"SP","61735","Ariranha","Vereador"," 5,04"," 5,06"
"19260",2008,"SP","61743","Holambra","Vereador"," 5,19"," 5,22"
"19261",2008,"SP","61751","Artur Nogueira","Vereador"," 8,26"," 8,33"
"19262",2008,"SP","61760","Elisiario","Vereador"," 3,45"," 3,50"
"19263",2008,"SP","61778","Aruja","Vereador","10,91","10,90"
"19264",2008,"SP","61786","Bom Sucesso De Itarare","Vereador"," 4,48"," 4,50"
"19265",2008,"SP","61794","Assis","Vereador"," 8,30"," 8,25"
"19266",2008,"SP","61808","Pontalinda","Vereador"," 5,50"," 5,50"
"19267",2008,"SP","61816","Atibaia","Vereador"," 9,46"," 9,45"
"19268",2008,"SP","61824","Parisi","Vereador"," 3,50"," 3,50"
"19269",2008,"SP","61832","Auriflama","Vereador"," 6,63"," 6,72"
"19270",2008,"SP","61840","Taquarivai","Vereador"," 6,45"," 6,39"
"19271",2008,"SP","61859","Avai","Vereador"," 4,47"," 4,50"
"19272",2008,"SP","61867","Marapoama","Vereador"," 3,61"," 3,61"
"19273",2008,"SP","61875","Avanhandava","Vereador"," 5,00"," 5,00"
"19274",2008,"SP","61883","Sao Joao De Iracema","Vereador"," 3,36"," 3,39"
"19275",2008,"SP","61891","Avare","Vereador"," 7,52"," 7,50"
"19276",2008,"SP","61905","Sao Lourenco Da Serra","Vereador","11,22","11,28"
"19277",2008,"SP","61913","Bady Bassitt","Vereador"," 6,65"," 6,72"
"19278",2008,"SP","61921","Zacarias","Vereador"," 3,43"," 3,44"
"19279",2008,"SP","61930","Balbinos","Vereador"," 4,56"," 4,56"
"19280",2008,"SP","61948","Itapirapua Paulista","Vereador"," 4,94"," 4,94"
"19281",2008,"SP","61956","Balsamo","Vereador"," 4,93"," 4,94"
"19282",2008,"SP","61964","Mesopolis","Vereador"," 4,62"," 4,61"
"19283",2008,"SP","61972","Bananal","Vereador"," 5,12"," 5,11"
"19284",2008,"SP","61980","Nova Campina","Vereador"," 6,46"," 6,50"
"19285",2008,"SP","61999","Barbosa","Vereador"," 5,87"," 5,89"
"19286",2008,"SP","62006","Ilha Comprida","Vereador"," 7,65"," 7,67"
"19287",2008,"SP","62014","Barao De Antonina","Vereador"," 4,62"," 4,67"
"19288",2008,"SP","62022","Lourdes","Vereador"," 4,03"," 4,06"
"19289",2008,"SP","62030","Bariri","Vereador"," 6,01"," 6,00"
"19290",2008,"SP","62049","Torre De Pedra","Vereador"," 2,37"," 2,39"
"19291",2008,"SP","62057","Barra Bonita","Vereador","11,95","12,00"
"19292",2008,"SP","62065","Arco-Iris","Vereador"," 3,56"," 3,50"
"19293",2008,"SP","62073","Barra Do Turvo","Vereador"," 4,45"," 4,44"
"19294",2008,"SP","62081","Brejo Alegre","Vereador"," 3,98"," 4,00"
"19295",2008,"SP","62090","Barretos","Vereador","11,55","11,55"
"19296",2008,"SP","62103","Canas","Vereador"," 7,19"," 7,17"
"19297",2008,"SP","62111","Barrinha","Vereador"," 9,68"," 9,72"
"19298",2008,"SP","62120","Pracinha","Vereador"," 3,00"," 3,00"
"19299",2008,"SP","62138","Barueri","Vereador","10,31","10,32"
"19300",2008,"SP","62146","Pratania","Vereador"," 5,55"," 5,50"
"19301",2008,"SP","62154","Bastos","Vereador"," 5,61"," 5,67"
"19302",2008,"SP","62162","Quadra","Vereador"," 4,93"," 4,94"
"19303",2008,"SP","62170","Batatais","Vereador"," 8,01"," 8,05"
"19304",2008,"SP","62189","Santa Cruz Da Esperanca","Vereador"," 5,00"," 5,00"
"19305",2008,"SP","62197","Bauru","Vereador","12,89","12,91"
"19306",2008,"SP","62200","Santa Salete","Vereador"," 3,43"," 3,44"
"19307",2008,"SP","62219","Bebedouro","Vereador","10,39","10,25"
"19308",2008,"SP","62227","Vitoria Brasil","Vereador"," 2,95"," 2,94"
"19309",2008,"SP","62235","Bento De Abreu","Vereador"," 2,62"," 2,67"
"19310",2008,"SP","62243","Ipigua","Vereador"," 4,33"," 4,33"
"19311",2008,"SP","62251","Bernardino De Campos","Vereador"," 4,12"," 4,11"
"19312",2008,"SP","62260","Taquaral","Vereador"," 4,41"," 4,39"
"19313",2008,"SP","62278","Bilac","Vereador"," 5,00"," 5,00"
"19314",2008,"SP","62286","Fernao","Vereador"," 4,17"," 4,17"
"19315",2008,"SP","62294","Birigui","Vereador"," 7,95"," 7,91"
"19316",2008,"SP","62308","Gaviao Peixoto","Vereador"," 6,66"," 6,72"
"19317",2008,"SP","62316","Biritiba Mirim","Vereador"," 8,01"," 8,00"
"19318",2008,"SP","62324","Jumirim","Vereador"," 3,11"," 3,11"
"19319",2008,"SP","62332","Boa Esperanca Do Sul","Vereador"," 6,04"," 6,00"
"19320",2008,"SP","62340","Nantes","Vereador"," 2,00"," 2,00"
"19321",2008,"SP","62359","Bocaina","Vereador"," 5,92"," 5,89"
"19322",2008,"SP","62367","Nova Castilho","Vereador"," 2,50"," 2,50"
"19323",2008,"SP","62375","Bofete","Vereador"," 5,00"," 5,00"
"19324",2008,"SP","62383","Ouroeste","Vereador"," 6,62"," 6,61"
"19325",2008,"SP","62391","Boituva","Vereador"," 8,03"," 8,00"
"19326",2008,"SP","62405","Paulistania","Vereador"," 4,55"," 4,61"
"19327",2008,"SP","62413","Bom Jesus Dos Perdoes","Vereador"," 7,27"," 7,28"
"19328",2008,"SP","62421","Ribeirao Dos Indios","Vereador"," 2,00"," 2,00"
"19329",2008,"SP","62430","Bora","Vereador"," 2,56"," 2,56"
"19330",2008,"SP","62448","Trabiju","Vereador"," 4,07"," 4,06"
"19331",2008,"SP","62456","Boraceia","Vereador"," 4,91"," 4,94"
"19332",2008,"SP","62472","Borborema","Vereador"," 5,00"," 5,00"
"19333",2008,"SP","62499","Botucatu","Vereador"," 7,50"," 7,50"
"19334",2008,"SP","62510","Braganca Paulista","Vereador","12,45","12,41"
"19335",2008,"SP","62553","Brauna","Vereador"," 3,50"," 3,50"
"19336",2008,"SP","62570","Brodowski","Vereador"," 6,01"," 6,00"
"19337",2008,"SP","62596","Brotas","Vereador"," 5,28"," 5,28"
"19338",2008,"SP","62618","Buri","Vereador"," 8,66"," 8,78"
"19339",2008,"SP","62634","Buritama","Vereador"," 6,56"," 6,61"
"19340",2008,"SP","62650","Buritizal","Vereador"," 4,61"," 4,67"
"19341",2008,"SP","62677","Cabralia Paulista","Vereador"," 5,54"," 5,56"
"19342",2008,"SP","62693","Cabreuva","Vereador"," 8,84"," 8,78"
"19343",2008,"SP","62715","Cacapava","Vereador"," 9,84"," 9,75"
"19344",2008,"SP","62731","Cachoeira Paulista","Vereador"," 9,47"," 9,44"
"19345",2008,"SP","62758","Caconde","Vereador"," 7,07"," 7,06"
"19346",2008,"SP","62774","Cafelandia","Vereador"," 7,14"," 7,17"
"19347",2008,"SP","62790","Caiabu","Vereador"," 3,50"," 3,50"
"19348",2008,"SP","62812","Caieiras","Vereador","10,25","10,25"
"19349",2008,"SP","62839","Caiua","Vereador"," 5,39"," 5,39"
"19350",2008,"SP","62855","Cajamar","Vereador","12,06","12,15"
"19351",2008,"SP","62871","Cajobi","Vereador"," 5,27"," 5,28"
"19352",2008,"SP","62898","Cajuru","Vereador"," 8,07"," 8,06"
"19353",2008,"SP","62910","Campinas","Vereador","13,46","13,45"
"19354",2008,"SP","62936","Campo Limpo Paulista","Vereador","10,33","10,30"
"19355",2008,"SP","62952","Campos Do Jordao","Vereador"," 9,64"," 9,67"
"19356",2008,"SP","62979","Campos Novos Paulista","Vereador"," 4,03"," 4,06"
"19357",2008,"SP","62995","Cananeia","Vereador"," 8,16"," 8,22"
"19358",2008,"SP","63010","Candido Mota","Vereador"," 4,94"," 4,94"
"19359",2008,"SP","63037","Candido Rodrigues","Vereador"," 4,00"," 4,00"
"19360",2008,"SP","63053","Capao Bonito","Vereador"," 7,10"," 7,11"
"19361",2008,"SP","63070","Capela Do Alto","Vereador","10,13","10,17"
"19362",2008,"SP","63096","Capivari","Vereador"," 8,71"," 8,78"
"19363",2008,"SP","63118","Caraguatatuba","Vereador","10,53","10,50"
"19364",2008,"SP","63134","Carapicuiba","Vereador","12,00","12,00"
"19365",2008,"SP","63150","Cardoso","Vereador"," 6,04"," 6,00"
"19366",2008,"SP","63177","Casa Branca","Vereador"," 7,61"," 7,67"
"19367",2008,"SP","63193","Cassia Dos Coqueiros","Vereador"," 4,27"," 4,28"
"19368",2008,"SP","63215","Castilho","Vereador"," 9,27"," 9,28"
"19369",2008,"SP","63231","Catanduva","Vereador","10,35","10,36"
"19370",2008,"SP","63258","Catigua","Vereador"," 6,00"," 6,00"
"19371",2008,"SP","63274","Cedral","Vereador"," 4,44"," 4,44"
"19372",2008,"SP","63290","Cerqueira Cesar","Vereador"," 7,04"," 7,00"
"19373",2008,"SP","63312","Cerquilho","Vereador"," 5,50"," 5,50"
"19374",2008,"SP","63339","Cesario Lange","Vereador"," 6,54"," 6,50"
"19375",2008,"SP","63355","Charqueada","Vereador"," 7,09"," 7,11"
"19376",2008,"SP","63371","Chavantes","Vereador"," 4,50"," 4,50"
