"","Município - UF"
"1860","Nepomuceno - MG"
"1861","Ninheira - MG"
"1862","Nova Belém - MG"
"1863","Nova Era - MG"
"1864","Nova Lima - MG"
"1865","Nova Módica - MG"
"1866","Nova Ponte - MG"
"1867","Nova Porteirinha - MG"
"1868","Nova Resende - MG"
"1869","Nova Serrana - MG"
"1870","Nova União - MG"
"1871","Novo Cruzeiro - MG"
"1872","Novo Oriente de Minas - MG"
"1873","Novorizonte - MG"
"1874","Olaria - MG"
"1875","Olhos-d'Água - MG"
"1876","Olímpio Noronha - MG"
"1877","Oliveira - MG"
"1878","Oliveira Fortes - MG"
"1879","Onça de Pitangui - MG"
"1880","Oratórios - MG"
"1881","Orizânia - MG"
"1882","Ouro Branco - MG"
"1883","Ouro Fino - MG"
"1884","Ouro Preto - MG"
"1885","Ouro Verde de Minas - MG"
"1886","Padre Carvalho - MG"
"1887","Padre Paraíso - MG"
"1888","Pai Pedro - MG"
"1889","Paineiras - MG"
"1890","Pains - MG"
"1891","Paiva - MG"
"1892","Palma - MG"
"1893","Palmópolis - MG"
"1894","Papagaios - MG"
"1895","Pará de Minas - MG"
"1896","Paracatu - MG"
"1897","Paraguaçu - MG"
"1898","Paraisópolis - MG"
"1899","Paraopeba - MG"
"1900","Passa-Vinte - MG"
"1901","Passa Quatro - MG"
"1902","Passa Tempo - MG"
"1903","Passabém - MG"
"1904","Passos - MG"
"1905","Patis - MG"
"1906","Patos de Minas - MG"
"1907","Patrocínio - MG"
"1908","Patrocínio do Muriaé - MG"
"1909","Paula Cândido - MG"
"1910","Paulistas - MG"
"1911","Pavão - MG"
"1912","Peçanha - MG"
"1913","Pedra Azul - MG"
"1914","Pedra Bonita - MG"
"1915","Pedra do Anta - MG"
"1916","Pedra do Indaiá - MG"
"1917","Pedra Dourada - MG"
"1918","Pedralva - MG"
"1919","Pedras de Maria da Cruz - MG"
"1920","Pedrinópolis - MG"
"1921","Pedro Leopoldo - MG"
"1922","Pedro Teixeira - MG"
"1923","Pequeri - MG"
"1924","Pequi - MG"
"1925","Perdigão - MG"
"1926","Perdizes - MG"
"1927","Perdões - MG"
"1928","Periquito - MG"
"1929","Pescador - MG"
"1930","Piau - MG"
"1931","Piedade de Caratinga - MG"
"1932","Piedade de Ponte Nova - MG"
"1933","Piedade do Rio Grande - MG"
"1934","Piedade dos Gerais - MG"
"1935","Pimenta - MG"
"1936","Pingo-d'Água - MG"
"1937","Pintópolis - MG"
"1938","Piracema - MG"
"1939","Pirajuba - MG"
"1940","Piranga - MG"
"1941","Piranguçu - MG"
"1942","Piranguinho - MG"
"1943","Pirapetinga - MG"
"1944","Pirapora - MG"
"1945","Piraúba - MG"
"1946","Pitangui - MG"
"1947","Piumhi - MG"
"1948","Planura - MG"
"1949","Poço Fundo - MG"
"1950","Poços de Caldas - MG"
"1951","Pocrane - MG"
"1952","Pompéu - MG"
"1953","Ponte Nova - MG"
"1954","Ponto Chique - MG"
"1955","Ponto dos Volantes - MG"
"1956","Porteirinha - MG"
"1957","Porto Firme - MG"
"1958","Poté - MG"
"1959","Pouso Alegre - MG"
"1960","Pouso Alto - MG"
"1961","Prados - MG"
"1962","Prata - MG"
"1963","Pratápolis - MG"
"1964","Pratinha - MG"
"1965","Presidente Bernardes - MG"
"1966","Presidente Juscelino - MG"
"1967","Presidente Kubitschek - MG"
"1968","Presidente Olegário - MG"
"1969","Prudente de Morais - MG"
"1970","Quartel Geral - MG"
"1971","Queluzito - MG"
"1972","Raposos - MG"
"1973","Raul Soares - MG"
"1974","Recreio - MG"
"1975","Reduto - MG"
"1976","Resende Costa - MG"
"1977","Resplendor - MG"
"1978","Ressaquinha - MG"
"1979","Riachinho - MG"
"1980","Riacho dos Machados - MG"
"1981","Ribeirão das Neves - MG"
"1982","Ribeirão Vermelho - MG"
"1983","Rio Acima - MG"
"1984","Rio Casca - MG"
"1985","Rio do Prado - MG"
"1986","Rio Doce - MG"
"1987","Rio Espera - MG"
"1988","Rio Manso - MG"
"1989","Rio Novo - MG"
"1990","Rio Paranaíba - MG"
"1991","Rio Pardo de Minas - MG"
"1992","Rio Piracicaba - MG"
"1993","Rio Pomba - MG"
"1994","Rio Preto - MG"
"1995","Rio Vermelho - MG"
"1996","Ritápolis - MG"
"1997","Rochedo de Minas - MG"
"1998","Rodeiro - MG"
"1999","Romaria - MG"
"2000","Rosário da Limeira - MG"
"2001","Rubelita - MG"
"2002","Rubim - MG"
"2003","Sabará - MG"
"2004","Sabinópolis - MG"
"2005","Sacramento - MG"
"2006","Salinas - MG"
"2007","Salto da Divisa - MG"
"2008","Santa Bárbara - MG"
"2009","Santa Bárbara do Leste - MG"
"2010","Santa Bárbara do Monte Verde - MG"
"2011","Santa Bárbara do Tugúrio - MG"
"2012","Santa Cruz de Minas - MG"
"2013","Santa Cruz de Salinas - MG"
"2014","Santa Cruz do Escalvado - MG"
"2015","Santa Efigênia de Minas - MG"
"2016","Santa Fé de Minas - MG"
"2017","Santa Helena de Minas - MG"
"2018","Santa Juliana - MG"
"2019","Santa Luzia - MG"
"2020","Santa Margarida - MG"
"2021","Santa Maria de Itabira - MG"
"2022","Santa Maria do Salto - MG"
"2023","Santa Maria do Suaçuí - MG"
"2024","Santa Rita de Caldas - MG"
"2025","Santa Rita de Ibitipoca - MG"
"2026","Santa Rita de Jacutinga - MG"
"2027","Santa Rita de Minas - MG"
"2028","Santa Rita do Itueto - MG"
"2029","Santa Rita do Sapucaí - MG"
"2030","Santa Rosa da Serra - MG"
"2031","Santa Vitória - MG"
"2032","Santana da Vargem - MG"
"2033","Santana de Cataguases - MG"
"2034","Santana de Pirapama - MG"
"2035","Santana do Deserto - MG"
"2036","Santana do Garambéu - MG"
"2037","Santana do Jacaré - MG"
"2038","Santana do Manhuaçu - MG"
"2039","Santana do Paraíso - MG"
"2040","Santana do Riacho - MG"
"2041","Santana dos Montes - MG"
"2042","Santo Antônio do Amparo - MG"
"2043","Santo Antônio do Aventureiro - MG"
"2044","Santo Antônio do Grama - MG"
"2045","Santo Antônio do Itambé - MG"
"2046","Santo Antônio do Jacinto - MG"
"2047","Santo Antônio do Monte - MG"
"2048","Santo Antônio do Retiro - MG"
"2049","Santo Antônio do Rio Abaixo - MG"
"2050","Santo Hipólito - MG"
"2051","Santos Dumont - MG"
"2052","São Bento Abade - MG"
"2053","São Brás do Suaçuí - MG"
"2054","São Domingos das Dores - MG"
"2055","São Domingos do Prata - MG"
"2056","São Félix de Minas - MG"
"2057","São Francisco - MG"
"2058","São Francisco de Paula - MG"
"2059","São Francisco de Sales - MG"
"2060","São Francisco do Glória - MG"
"2061","São Geraldo - MG"
"2062","São Geraldo da Piedade - MG"
"2063","São Geraldo do Baixio - MG"
"2064","São Gonçalo do Abaeté - MG"
"2065","São Gonçalo do Pará - MG"
"2066","São Gonçalo do Rio Abaixo - MG"
"2067","São Gonçalo do Rio Preto - MG"
"2068","São Gonçalo do Sapucaí - MG"
"2069","São Gotardo - MG"
"2070","São João Batista do Glória - MG"
"2071","São João da Lagoa - MG"
"2072","São João da Mata - MG"
"2073","São João da Ponte - MG"
"2074","São João das Missões - MG"
"2075","São João del Rei - MG"
"2076","São João do Manhuaçu - MG"
"2077","São João do Manteninha - MG"
"2078","São João do Oriente - MG"
"2079","São João do Pacuí - MG"
"2080","São João do Paraíso - MG"
"2081","São João Evangelista - MG"
"2082","São João Nepomuceno - MG"
"2083","São Joaquim de Bicas - MG"
"2084","São José da Barra - MG"
"2085","São José da Lapa - MG"
"2086","São José da Safira - MG"
"2087","São José da Varginha - MG"
"2088","São José do Alegre - MG"
"2089","São José do Divino - MG"
"2090","São José do Goiabal - MG"
"2091","São José do Jacuri - MG"
"2092","São José do Mantimento - MG"
"2093","São Lourenço - MG"
"2094","São Miguel do Anta - MG"
"2095","São Pedro da União - MG"
"2096","São Pedro do Suaçuí - MG"
"2097","São Pedro dos Ferros - MG"
"2098","São Romão - MG"
"2099","São Roque de Minas - MG"
"2100","São Sebastião da Bela Vista - MG"
"2101","São Sebastião da Vargem Alegre - MG"
"2102","São Sebastião do Anta - MG"
"2103","São Sebastião do Maranhão - MG"
"2104","São Sebastião do Oeste - MG"
"2105","São Sebastião do Paraíso - MG"
"2106","São Sebastião do Rio Preto - MG"
"2107","São Sebastião do Rio Verde - MG"
"2108","São Thomé das Letras - MG"
"2109","São Tiago - MG"
"2110","São Tomás de Aquino - MG"
"2111","São Vicente de Minas - MG"
"2112","Sapucaí-Mirim - MG"
"2113","Sardoá - MG"
"2114","Sarzedo - MG"
"2115","Sem-Peixe - MG"
"2116","Senador Amaral - MG"
"2117","Senador Cortes - MG"
"2118","Senador Firmino - MG"
"2119","Senador José Bento - MG"
"2120","Senador Modestino Gonçalves - MG"
"2121","Senhora de Oliveira - MG"
"2122","Senhora do Porto - MG"
"2123","Senhora dos Remédios - MG"
"2124","Sericita - MG"
"2125","Seritinga - MG"
"2126","Serra Azul de Minas - MG"
"2127","Serra da Saudade - MG"
"2128","Serra do Salitre - MG"
"2129","Serra dos Aimorés - MG"
"2130","Serrania - MG"
"2131","Serranópolis de Minas - MG"
"2132","Serranos - MG"
"2133","Serro - MG"
"2134","Sete Lagoas - MG"
"2135","Setubinha - MG"
"2136","Silveirânia - MG"
"2137","Silvianópolis - MG"
"2138","Simão Pereira - MG"
"2139","Simonésia - MG"
"2140","Sobrália - MG"
"2141","Soledade de Minas - MG"
"2142","Tabuleiro - MG"
"2143","Taiobeiras - MG"
"2144","Taparuba - MG"
"2145","Tapira - MG"
"2146","Tapiraí - MG"
"2147","Taquaraçu de Minas - MG"
"2148","Tarumirim - MG"
"2149","Teixeiras - MG"
"2150","Teófilo Otoni - MG"
"2151","Timóteo - MG"
"2152","Tiradentes - MG"
"2153","Tiros - MG"
"2154","Tocantins - MG"
"2155","Tocos do Moji - MG"
"2156","Toledo - MG"
"2157","Tombos - MG"
"2158","Três Corações - MG"
"2159","Três Marias - MG"
"2160","Três Pontas - MG"
"2161","Tumiritinga - MG"
"2162","Tupaciguara - MG"
"2163","Turmalina - MG"
"2164","Turvolândia - MG"
"2165","Ubá - MG"
"2166","Ubaí - MG"
"2167","Ubaporanga - MG"
"2168","Uberaba - MG"
"2169","Uberlândia - MG"
"2170","Umburatiba - MG"
"2171","Unaí - MG"
"2172","União de Minas - MG"
"2173","Uruana de Minas - MG"
"2174","Urucânia - MG"
"2175","Urucuia - MG"
"2176","Vargem Alegre - MG"
"2177","Vargem Bonita - MG"
"2178","Vargem Grande do Rio Pardo - MG"
"2179","Varginha - MG"
"2180","Varjão de Minas - MG"
"2181","Várzea da Palma - MG"
"2182","Varzelândia - MG"
"2183","Vazante - MG"
"2184","Verdelândia - MG"
"2185","Veredinha - MG"
"2186","Veríssimo - MG"
"2187","Vermelho Novo - MG"
"2188","Vespasiano - MG"
"2189","Viçosa - MG"
"2190","Vieiras - MG"
"2191","Virgem da Lapa - MG"
"2192","Virgínia - MG"
"2193","Virginópolis - MG"
"2194","Virgolândia - MG"
"2195","Visconde do Rio Branco - MG"
"2196","Volta Grande - MG"
"2197","Wenceslau Braz - MG"
"2198","Água Clara - MS"
"2199","Alcinópolis - MS"
"2200","Amambai - MS"
"2201","Anastácio - MS"
"2202","Anaurilândia - MS"
"2203","Angélica - MS"
"2204","Antônio João - MS"
"2205","Aparecida do Taboado - MS"
"2206","Aquidauana - MS"
"2207","Aral Moreira - MS"
"2208","Bandeirantes - MS"
"2209","Bataguassu - MS"
"2210","Batayporã - MS"
"2211","Bela Vista - MS"
"2212","Bodoquena - MS"
"2213","Bonito - MS"
"2214","Brasilândia - MS"
"2215","Caarapó - MS"
"2216","Camapuã - MS"
"2217","Campo Grande - MS"
"2218","Caracol - MS"
"2219","Cassilândia - MS"
"2220","Chapadão do Sul - MS"
"2221","Corguinho - MS"
"2222","Coronel Sapucaia - MS"
"2223","Corumbá - MS"
"2224","Costa Rica - MS"
"2225","Coxim - MS"
"2226","Deodápolis - MS"
"2227","Dois Irmãos do Buriti - MS"
"2228","Douradina - MS"
"2229","Dourados - MS"
"2230","Eldorado - MS"
"2231","Fátima do Sul - MS"
"2232","Figueirão - MS"
"2233","Glória de Dourados - MS"
"2234","Guia Lopes da Laguna - MS"
"2235","Iguatemi - MS"
"2236","Inocência - MS"
"2237","Itaporã - MS"
"2238","Itaquiraí - MS"
"2239","Ivinhema - MS"
"2240","Japorã - MS"
"2241","Jaraguari - MS"
"2242","Jardim - MS"
"2243","Jateí - MS"
"2244","Juti - MS"
"2245","Ladário - MS"
"2246","Laguna Carapã - MS"
"2247","Maracaju - MS"
"2248","Miranda - MS"
"2249","Mundo Novo - MS"
"2250","Naviraí - MS"
"2251","Nioaque - MS"
"2252","Nova Alvorada do Sul - MS"
"2253","Nova Andradina - MS"
"2254","Novo Horizonte do Sul - MS"
"2255","Paraíso das Águas - MS"
"2256","Paranaíba - MS"
"2257","Paranhos - MS"
"2258","Pedro Gomes - MS"
"2259","Ponta Porã - MS"
"2260","Porto Murtinho - MS"
"2261","Ribas do Rio Pardo - MS"
"2262","Rio Brilhante - MS"
"2263","Rio Negro - MS"
"2264","Rio Verde de Mato Grosso - MS"
"2265","Rochedo - MS"
"2266","Santa Rita do Pardo - MS"
"2267","São Gabriel do Oeste - MS"
"2268","Selvíria - MS"
"2269","Sete Quedas - MS"
"2270","Sidrolândia - MS"
"2271","Sonora - MS"
"2272","Tacuru - MS"
"2273","Taquarussu - MS"
"2274","Terenos - MS"
"2275","Três Lagoas - MS"
"2276","Vicentina - MS"
"2277","Acorizal - MT"
"2278","Água Boa - MT"
"2279","Alta Floresta - MT"
"2280","Alto Araguaia - MT"
"2281","Alto Boa Vista - MT"
"2282","Alto Garças - MT"
"2283","Alto Paraguai - MT"
"2284","Alto Taquari - MT"
"2285","Apiacás - MT"
"2286","Araguaiana - MT"
"2287","Araguainha - MT"
"2288","Araputanga - MT"
"2289","Arenápolis - MT"
"2290","Aripuanã - MT"
"2291","Barão de Melgaço - MT"
"2292","Barra do Bugres - MT"
"2293","Barra do Garças - MT"
"2294","Bom Jesus do Araguaia - MT"
"2295","Brasnorte - MT"
"2296","Cáceres - MT"
"2297","Campinápolis - MT"
"2298","Campo Novo do Parecis - MT"
"2299","Campo Verde - MT"
"2300","Campos de Júlio - MT"
"2301","Canabrava do Norte - MT"
"2302","Canarana - MT"
"2303","Carlinda - MT"
"2304","Castanheira - MT"
"2305","Chapada dos Guimarães - MT"
"2306","Cláudia - MT"
"2307","Cocalinho - MT"
"2308","Colíder - MT"
"2309","Colniza - MT"
"2310","Comodoro - MT"
"2311","Confresa - MT"
"2312","Conquista D'Oeste - MT"
"2313","Cotriguaçu - MT"
"2314","Cuiabá - MT"
"2315","Curvelândia - MT"
"2316","Denise - MT"
"2317","Diamantino - MT"
"2318","Dom Aquino - MT"
"2319","Feliz Natal - MT"
"2320","Figueirópolis D'Oeste - MT"
"2321","Gaúcha do Norte - MT"
"2322","General Carneiro - MT"
"2323","Glória D'Oeste - MT"
"2324","Guarantã do Norte - MT"
"2325","Guiratinga - MT"
"2326","Indiavaí - MT"
"2327","Ipiranga do Norte - MT"
"2328","Itanhangá - MT"
"2329","Itaúba - MT"
"2330","Itiquira - MT"
"2331","Jaciara - MT"
"2332","Jangada - MT"
"2333","Jauru - MT"
"2334","Juara - MT"
"2335","Juína - MT"
"2336","Juruena - MT"
"2337","Juscimeira - MT"
"2338","Lambari D'Oeste - MT"
"2339","Lucas do Rio Verde - MT"
"2340","Luciara - MT"
"2341","Marcelândia - MT"
"2342","Matupá - MT"
"2343","Mirassol d'Oeste - MT"
"2344","Nobres - MT"
"2345","Nortelândia - MT"
"2346","Nossa Senhora do Livramento - MT"
"2347","Nova Bandeirantes - MT"
"2348","Nova Brasilândia - MT"
"2349","Nova Canaã do Norte - MT"
"2350","Nova Guarita - MT"
"2351","Nova Lacerda - MT"
"2352","Nova Marilândia - MT"
"2353","Nova Maringá - MT"
"2354","Nova Monte Verde - MT"
"2355","Nova Mutum - MT"
"2356","Nova Nazaré - MT"
"2357","Nova Olímpia - MT"
"2358","Nova Santa Helena - MT"
"2359","Nova Ubiratã - MT"
"2360","Nova Xavantina - MT"
"2361","Novo Horizonte do Norte - MT"
"2362","Novo Mundo - MT"
"2363","Novo Santo Antônio - MT"
"2364","Novo São Joaquim - MT"
"2365","Paranaíta - MT"
"2366","Paranatinga - MT"
"2367","Pedra Preta - MT"
"2368","Peixoto de Azevedo - MT"
"2369","Planalto da Serra - MT"
"2370","Poconé - MT"
"2371","Pontal do Araguaia - MT"
"2372","Ponte Branca - MT"
"2373","Pontes e Lacerda - MT"
"2374","Porto Alegre do Norte - MT"
"2375","Porto dos Gaúchos - MT"
"2376","Porto Esperidião - MT"
"2377","Porto Estrela - MT"
"2378","Poxoréu - MT"
"2379","Primavera do Leste - MT"
"2380","Querência - MT"
"2381","Reserva do Cabaçal - MT"
"2382","Ribeirão Cascalheira - MT"
"2383","Ribeirãozinho - MT"
"2384","Rio Branco - MT"
"2385","Rondolândia - MT"
"2386","Rondonópolis - MT"
"2387","Rosário Oeste - MT"
"2388","Salto do Céu - MT"
"2389","Santa Carmem - MT"
"2390","Santa Cruz do Xingu - MT"
"2391","Santa Rita do Trivelato - MT"
"2392","Santa Terezinha - MT"
"2393","Santo Afonso - MT"
"2394","Santo Antônio do Leste - MT"
"2395","Santo Antônio do Leverger - MT"
"2396","São Félix do Araguaia - MT"
"2397","São José do Povo - MT"
"2398","São José do Rio Claro - MT"
"2399","São José do Xingu - MT"
"2400","São José dos Quatro Marcos - MT"
"2401","São Pedro da Cipa - MT"
"2402","Sapezal - MT"
"2403","Serra Nova Dourada - MT"
"2404","Sinop - MT"
"2405","Sorriso - MT"
"2406","Tabaporã - MT"
"2407","Tangará da Serra - MT"
"2408","Tapurah - MT"
"2409","Terra Nova do Norte - MT"
"2410","Tesouro - MT"
"2411","Torixoréu - MT"
"2412","União do Sul - MT"
"2413","Vale de São Domingos - MT"
"2414","Várzea Grande - MT"
"2415","Vera - MT"
"2416","Vila Bela da Santíssima Trindade - MT"
"2417","Vila Rica - MT"
"2418","Abaetetuba - PA"
"2419","Abel Figueiredo - PA"
"2420","Acará - PA"
"2421","Afuá - PA"
"2422","Água Azul do Norte - PA"
"2423","Alenquer - PA"
"2424","Almeirim - PA"
"2425","Altamira - PA"
"2426","Anajás - PA"
"2427","Ananindeua - PA"
"2428","Anapu - PA"
"2429","Augusto Corrêa - PA"
"2430","Aurora do Pará - PA"
"2431","Aveiro - PA"
"2432","Bagre - PA"
"2433","Baião - PA"
"2434","Bannach - PA"
"2435","Barcarena - PA"
"2436","Belém - PA"
"2437","Belterra - PA"
"2438","Benevides - PA"
"2439","Bom Jesus do Tocantins - PA"
"2440","Bonito - PA"
"2441","Bragança - PA"
"2442","Brasil Novo - PA"
"2443","Brejo Grande do Araguaia - PA"
"2444","Breu Branco - PA"
"2445","Breves - PA"
"2446","Bujaru - PA"
"2447","Cachoeira do Arari - PA"
"2448","Cachoeira do Piriá - PA"
"2449","Cametá - PA"
"2450","Canaã dos Carajás - PA"
"2451","Capanema - PA"
"2452","Capitão Poço - PA"
"2453","Castanhal - PA"
"2454","Chaves - PA"
"2455","Colares - PA"
"2456","Conceição do Araguaia - PA"
"2457","Concórdia do Pará - PA"
"2458","Cumaru do Norte - PA"
"2459","Curionópolis - PA"
"2460","Curralinho - PA"
"2461","Curuá - PA"
"2462","Curuçá - PA"
"2463","Dom Eliseu - PA"
"2464","Eldorado do Carajás - PA"
"2465","Faro - PA"
"2466","Floresta do Araguaia - PA"
"2467","Garrafão do Norte - PA"
"2468","Goianésia do Pará - PA"
"2469","Gurupá - PA"
"2470","Igarapé-Açu - PA"
"2471","Igarapé-Miri - PA"
"2472","Inhangapi - PA"
"2473","Ipixuna do Pará - PA"
"2474","Irituia - PA"
"2475","Itaituba - PA"
"2476","Itupiranga - PA"
"2477","Jacareacanga - PA"
"2478","Jacundá - PA"
"2479","Juruti - PA"
"2480","Limoeiro do Ajuru - PA"
"2481","Mãe do Rio - PA"
"2482","Magalhães Barata - PA"
"2483","Marabá - PA"
"2484","Maracanã - PA"
"2485","Marapanim - PA"
"2486","Marituba - PA"
"2487","Medicilândia - PA"
"2488","Melgaço - PA"
"2489","Mocajuba - PA"
"2490","Moju - PA"
"2491","Mojuí dos Campos - PA"
"2492","Monte Alegre - PA"
"2493","Muaná - PA"
"2494","Nova Esperança do Piriá - PA"
"2495","Nova Ipixuna - PA"
"2496","Nova Timboteua - PA"
"2497","Novo Progresso - PA"
"2498","Novo Repartimento - PA"
"2499","Óbidos - PA"
"2500","Oeiras do Pará - PA"
"2501","Oriximiná - PA"
"2502","Ourém - PA"
"2503","Ourilândia do Norte - PA"
"2504","Pacajá - PA"
"2505","Palestina do Pará - PA"
"2506","Paragominas - PA"
"2507","Parauapebas - PA"
"2508","Pau D'Arco - PA"
"2509","Peixe-Boi - PA"
"2510","Piçarra - PA"
"2511","Placas - PA"
"2512","Ponta de Pedras - PA"
"2513","Portel - PA"
"2514","Porto de Moz - PA"
"2515","Prainha - PA"
"2516","Primavera - PA"
"2517","Quatipuru - PA"
"2518","Redenção - PA"
"2519","Rio Maria - PA"
"2520","Rondon do Pará - PA"
"2521","Rurópolis - PA"
"2522","Salinópolis - PA"
"2523","Salvaterra - PA"
"2524","Santa Bárbara do Pará - PA"
"2525","Santa Cruz do Arari - PA"
"2526","Santa Izabel do Pará - PA"
"2527","Santa Luzia do Pará - PA"
"2528","Santa Maria das Barreiras - PA"
"2529","Santa Maria do Pará - PA"
"2530","Santana do Araguaia - PA"
"2531","Santarém - PA"
"2532","Santarém Novo - PA"
"2533","Santo Antônio do Tauá - PA"
"2534","São Caetano de Odivelas - PA"
"2535","São Domingos do Araguaia - PA"
"2536","São Domingos do Capim - PA"
"2537","São Félix do Xingu - PA"
"2538","São Francisco do Pará - PA"
"2539","São Geraldo do Araguaia - PA"
"2540","São João da Ponta - PA"
"2541","São João de Pirabas - PA"
"2542","São João do Araguaia - PA"
"2543","São Miguel do Guamá - PA"
"2544","São Sebastião da Boa Vista - PA"
"2545","Sapucaia - PA"
"2546","Senador José Porfírio - PA"
"2547","Soure - PA"
"2548","Tailândia - PA"
"2549","Terra Alta - PA"
"2550","Terra Santa - PA"
"2551","Tomé-Açu - PA"
"2552","Tracuateua - PA"
"2553","Trairão - PA"
"2554","Tucumã - PA"
"2555","Tucuruí - PA"
"2556","Ulianópolis - PA"
"2557","Uruará - PA"
"2558","Vigia - PA"
"2559","Viseu - PA"
"2560","Vitória do Xingu - PA"
"2561","Xinguara - PA"
"2562","Água Branca - PB"
"2563","Aguiar - PB"
"2564","Alagoa Grande - PB"
"2565","Alagoa Nova - PB"
"2566","Alagoinha - PB"
"2567","Alcantil - PB"
"2568","Algodão de Jandaíra - PB"
"2569","Alhandra - PB"
"2570","Amparo - PB"
"2571","Aparecida - PB"
"2572","Araçagi - PB"
"2573","Arara - PB"
"2574","Araruna - PB"
"2575","Areia - PB"
"2576","Areia de Baraúnas - PB"
"2577","Areial - PB"
"2578","Aroeiras - PB"
"2579","Assunção - PB"
"2580","Baía da Traição - PB"
"2581","Bananeiras - PB"
"2582","Baraúna - PB"
"2583","Barra de Santa Rosa - PB"
"2584","Barra de Santana - PB"
"2585","Barra de São Miguel - PB"
"2586","Bayeux - PB"
"2587","Belém - PB"
"2588","Belém do Brejo do Cruz - PB"
"2589","Bernardino Batista - PB"
"2590","Boa Ventura - PB"
"2591","Boa Vista - PB"
"2592","Bom Jesus - PB"
"2593","Bom Sucesso - PB"
"2594","Bonito de Santa Fé - PB"
"2595","Boqueirão - PB"
"2596","Borborema - PB"
"2597","Brejo do Cruz - PB"
"2598","Brejo dos Santos - PB"
"2599","Caaporã - PB"
"2600","Cabaceiras - PB"
"2601","Cabedelo - PB"
"2602","Cachoeira dos Índios - PB"
"2603","Cacimba de Areia - PB"
"2604","Cacimba de Dentro - PB"
"2605","Cacimbas - PB"
"2606","Caiçara - PB"
"2607","Cajazeiras - PB"
"2608","Cajazeirinhas - PB"
"2609","Caldas Brandão - PB"
"2610","Camalaú - PB"
"2611","Campina Grande - PB"
"2612","Capim - PB"
"2613","Caraúbas - PB"
"2614","Carrapateira - PB"
"2615","Casserengue - PB"
"2616","Catingueira - PB"
"2617","Catolé do Rocha - PB"
"2618","Caturité - PB"
"2619","Conceição - PB"
"2620","Condado - PB"
"2621","Conde - PB"
"2622","Congo - PB"
"2623","Coremas - PB"
"2624","Coxixola - PB"
"2625","Cruz do Espírito Santo - PB"
"2626","Cubati - PB"
"2627","Cuité - PB"
"2628","Cuité de Mamanguape - PB"
"2629","Cuitegi - PB"
"2630","Curral de Cima - PB"
"2631","Curral Velho - PB"
"2632","Damião - PB"
"2633","Desterro - PB"
"2634","Diamante - PB"
"2635","Dona Inês - PB"
"2636","Duas Estradas - PB"
"2637","Emas - PB"
"2638","Esperança - PB"
"2639","Fagundes - PB"
"2640","Frei Martinho - PB"
"2641","Gado Bravo - PB"
"2642","Guarabira - PB"
"2643","Gurinhém - PB"
"2644","Gurjão - PB"
"2645","Ibiara - PB"
"2646","Igaracy - PB"
"2647","Imaculada - PB"
"2648","Ingá - PB"
"2649","Itabaiana - PB"
"2650","Itaporanga - PB"
"2651","Itapororoca - PB"
"2652","Itatuba - PB"
"2653","Jacaraú - PB"
"2654","Jericó - PB"
"2655","João Pessoa - PB"
"2656","Joca Claudino - PB"
"2657","Juarez Távora - PB"
"2658","Juazeirinho - PB"
"2659","Junco do Seridó - PB"
"2660","Juripiranga - PB"
"2661","Juru - PB"
"2662","Lagoa - PB"
"2663","Lagoa de Dentro - PB"
"2664","Lagoa Seca - PB"
"2665","Lastro - PB"
"2666","Livramento - PB"
"2667","Logradouro - PB"
"2668","Lucena - PB"
"2669","Mãe d'Água - PB"
"2670","Malta - PB"
"2671","Mamanguape - PB"
"2672","Manaíra - PB"
"2673","Marcação - PB"
"2674","Mari - PB"
"2675","Marizópolis - PB"
"2676","Massaranduba - PB"
"2677","Mataraca - PB"
"2678","Matinhas - PB"
"2679","Mato Grosso - PB"
"2680","Maturéia - PB"
"2681","Mogeiro - PB"
"2682","Montadas - PB"
"2683","Monte Horebe - PB"
"2684","Monteiro - PB"
"2685","Mulungu - PB"
"2686","Natuba - PB"
"2687","Nazarezinho - PB"
"2688","Nova Floresta - PB"
"2689","Nova Olinda - PB"
"2690","Nova Palmeira - PB"
"2691","Olho d'Água - PB"
"2692","Olivedos - PB"
"2693","Ouro Velho - PB"
"2694","Parari - PB"
"2695","Passagem - PB"
"2696","Patos - PB"
"2697","Paulista - PB"
"2698","Pedra Branca - PB"
"2699","Pedra Lavrada - PB"
"2700","Pedras de Fogo - PB"
"2701","Pedro Régis - PB"
"2702","Piancó - PB"
"2703","Picuí - PB"
"2704","Pilar - PB"
"2705","Pilões - PB"
"2706","Pilõezinhos - PB"
"2707","Pirpirituba - PB"
"2708","Pitimbu - PB"
"2709","Pocinhos - PB"
"2710","Poço Dantas - PB"
"2711","Poço de José de Moura - PB"
"2712","Pombal - PB"
"2713","Prata - PB"
"2714","Princesa Isabel - PB"
"2715","Puxinanã - PB"
"2716","Queimadas - PB"
"2717","Quixaba - PB"
"2718","Remígio - PB"
"2719","Riachão - PB"
"2720","Riachão do Bacamarte - PB"
"2721","Riachão do Poço - PB"
"2722","Riacho de Santo Antônio - PB"
"2723","Riacho dos Cavalos - PB"
"2724","Rio Tinto - PB"
"2725","Salgadinho - PB"
"2726","Salgado de São Félix - PB"
"2727","Santa Cecília - PB"
"2728","Santa Cruz - PB"
"2729","Santa Helena - PB"
"2730","Santa Inês - PB"
"2731","Santa Luzia - PB"
"2732","Santa Rita - PB"
"2733","Santa Teresinha - PB"
