"","Ano da eleição","UF","Cargo","Sigla do partido","Cadeiras conquistadas"
"1105",2010,"RJ","Deputado Estadual","PRB",2
"1106",2010,"RR","Deputado Estadual","PRB",1
"1107",2010,"RS","Deputado Estadual","PRB",1
"1108",2010,"SP","Deputado Estadual","PRB",2
"1109",2010,"AC","Deputado Estadual","PRP",2
"1110",2010,"AM","Deputado Estadual","PRP",1
"1111",2010,"BA","Deputado Estadual","PRP",2
"1112",2010,"CE","Deputado Estadual","PRP",1
"1113",2010,"ES","Deputado Estadual","PRP",2
"1114",2010,"MG","Deputado Estadual","PRP",1
"1115",2010,"PE","Deputado Estadual","PRP",1
"1116",2010,"RJ","Deputado Estadual","PRP",1
"1117",2010,"RO","Deputado Estadual","PRP",2
"1118",2010,"AL","Deputado Estadual","PRTB",2
"1119",2010,"AM","Deputado Estadual","PRTB",1
"1120",2010,"AP","Deputado Estadual","PRTB",1
"1121",2010,"GO","Deputado Estadual","PRTB",1
"1122",2010,"MG","Deputado Estadual","PRTB",2
"1123",2010,"RJ","Deputado Estadual","PRTB",1
"1124",2010,"RR","Deputado Estadual","PRTB",1
"1125",2010,"AC","Deputado Estadual","PSB",1
"1126",2010,"AM","Deputado Estadual","PSB",1
"1127",2010,"AP","Deputado Estadual","PSB",2
"1128",2010,"BA","Deputado Estadual","PSB",1
"1129",2010,"CE","Deputado Estadual","PSB",11
"1130",2010,"ES","Deputado Estadual","PSB",2
"1131",2010,"MA","Deputado Estadual","PSB",3
"1132",2010,"MG","Deputado Estadual","PSB",3
"1133",2010,"MS","Deputado Estadual","PSB",1
"1134",2010,"MT","Deputado Estadual","PSB",1
"1135",2010,"PA","Deputado Estadual","PSB",2
"1136",2010,"PB","Deputado Estadual","PSB",3
"1137",2010,"PE","Deputado Estadual","PSB",13
"1138",2010,"PI","Deputado Estadual","PSB",5
"1139",2010,"PR","Deputado Estadual","PSB",3
"1140",2010,"RJ","Deputado Estadual","PSB",3
"1141",2010,"RN","Deputado Estadual","PSB",4
"1142",2010,"RO","Deputado Estadual","PSB",1
"1143",2010,"RR","Deputado Estadual","PSB",2
"1144",2010,"RS","Deputado Estadual","PSB",3
"1145",2010,"SE","Deputado Estadual","PSB",2
"1146",2010,"SP","Deputado Estadual","PSB",3
"1147",2010,"TO","Deputado Estadual","PSB",1
"1148",2010,"AC","Deputado Estadual","PSC",1
"1149",2010,"AL","Deputado Estadual","PSC",1
"1150",2010,"AM","Deputado Estadual","PSC",1
"1151",2010,"AP","Deputado Estadual","PSC",1
"1152",2010,"BA","Deputado Estadual","PSC",5
"1153",2010,"GO","Deputado Estadual","PSC",1
"1154",2010,"MA","Deputado Estadual","PSC",1
"1155",2010,"MG","Deputado Estadual","PSC",2
"1156",2010,"PA","Deputado Estadual","PSC",1
"1157",2010,"PB","Deputado Estadual","PSC",3
"1158",2010,"PE","Deputado Estadual","PSC",1
"1159",2010,"PR","Deputado Estadual","PSC",3
"1160",2010,"RJ","Deputado Estadual","PSC",3
"1161",2010,"RR","Deputado Estadual","PSC",1
"1162",2010,"SE","Deputado Estadual","PSC",4
"1163",2010,"SP","Deputado Estadual","PSC",4
"1164",2010,"AC","Deputado Estadual","PSDB",2
"1165",2010,"AL","Deputado Estadual","PSDB",6
"1166",2010,"AM","Deputado Estadual","PSDB",1
"1167",2010,"AP","Deputado Estadual","PSDB",1
"1168",2010,"BA","Deputado Estadual","PSDB",2
"1169",2010,"CE","Deputado Estadual","PSDB",7
"1170",2010,"GO","Deputado Estadual","PSDB",8
"1171",2010,"MA","Deputado Estadual","PSDB",3
"1172",2010,"MG","Deputado Estadual","PSDB",13
"1173",2010,"MS","Deputado Estadual","PSDB",3
"1174",2010,"MT","Deputado Estadual","PSDB",1
"1175",2010,"PA","Deputado Estadual","PSDB",6
"1176",2010,"PB","Deputado Estadual","PSDB",3
"1177",2010,"PE","Deputado Estadual","PSDB",5
"1178",2010,"PI","Deputado Estadual","PSDB",3
"1179",2010,"PR","Deputado Estadual","PSDB",9
"1180",2010,"RJ","Deputado Estadual","PSDB",4
"1181",2010,"RN","Deputado Estadual","PSDB",1
"1182",2010,"RO","Deputado Estadual","PSDB",2
"1183",2010,"RR","Deputado Estadual","PSDB",2
"1184",2010,"RS","Deputado Estadual","PSDB",5
"1185",2010,"SC","Deputado Estadual","PSDB",6
"1186",2010,"SE","Deputado Estadual","PSDB",1
"1187",2010,"SP","Deputado Estadual","PSDB",22
"1188",2010,"TO","Deputado Estadual","PSDB",2
"1189",2010,"AC","Deputado Estadual","PSDC",2
"1190",2010,"AP","Deputado Estadual","PSDC",1
"1191",2010,"CE","Deputado Estadual","PSDC",1
"1192",2010,"RJ","Deputado Estadual","PSDC",1
"1193",2010,"RO","Deputado Estadual","PSDC",2
"1194",2010,"RR","Deputado Estadual","PSDC",1
"1195",2010,"AM","Deputado Estadual","PSL",1
"1196",2010,"BA","Deputado Estadual","PSL",2
"1197",2010,"CE","Deputado Estadual","PSL",1
"1198",2010,"MA","Deputado Estadual","PSL",1
"1199",2010,"MG","Deputado Estadual","PSL",3
"1200",2010,"MS","Deputado Estadual","PSL",1
"1201",2010,"PB","Deputado Estadual","PSL",2
"1202",2010,"PR","Deputado Estadual","PSL",1
"1203",2010,"RJ","Deputado Estadual","PSL",1
"1204",2010,"RR","Deputado Estadual","PSL",2
"1205",2010,"SE","Deputado Estadual","PSL",2
"1206",2010,"PA","Deputado Estadual","PSOL",1
"1207",2010,"RJ","Deputado Estadual","PSOL",2
"1208",2010,"SP","Deputado Estadual","PSOL",1
"1209",2010,"AC","Deputado Estadual","PT",4
"1210",2010,"AL","Deputado Estadual","PT",3
"1211",2010,"AM","Deputado Estadual","PT",2
"1212",2010,"BA","Deputado Estadual","PT",14
"1213",2010,"CE","Deputado Estadual","PT",5
"1214",2010,"ES","Deputado Estadual","PT",4
"1215",2010,"GO","Deputado Estadual","PT",4
"1216",2010,"MA","Deputado Estadual","PT",3
"1217",2010,"MG","Deputado Estadual","PT",11
"1218",2010,"MS","Deputado Estadual","PT",4
"1219",2010,"MT","Deputado Estadual","PT",1
"1220",2010,"PA","Deputado Estadual","PT",8
"1221",2010,"PB","Deputado Estadual","PT",3
"1222",2010,"PE","Deputado Estadual","PT",5
"1223",2010,"PI","Deputado Estadual","PT",5
"1224",2010,"PR","Deputado Estadual","PT",6
"1225",2010,"RJ","Deputado Estadual","PT",6
"1226",2010,"RN","Deputado Estadual","PT",1
"1227",2010,"RO","Deputado Estadual","PT",3
"1228",2010,"RS","Deputado Estadual","PT",14
"1229",2010,"SC","Deputado Estadual","PT",7
"1230",2010,"SE","Deputado Estadual","PT",4
"1231",2010,"SP","Deputado Estadual","PT",24
"1232",2010,"TO","Deputado Estadual","PT",3
"1233",2010,"AC","Deputado Estadual","PT do B",1
"1234",2010,"AL","Deputado Estadual","PT do B",2
"1235",2010,"AP","Deputado Estadual","PT do B",2
"1236",2010,"BA","Deputado Estadual","PT do B",2
"1237",2010,"CE","Deputado Estadual","PT do B",1
"1238",2010,"GO","Deputado Estadual","PT do B",1
"1239",2010,"MA","Deputado Estadual","PT do B",1
"1240",2010,"MG","Deputado Estadual","PT do B",1
"1241",2010,"MS","Deputado Estadual","PT do B",2
"1242",2010,"RJ","Deputado Estadual","PT do B",1
"1243",2010,"RO","Deputado Estadual","PT do B",1
"1244",2010,"SE","Deputado Estadual","PT do B",1
"1245",2010,"AL","Deputado Estadual","PTB",2
"1246",2010,"AM","Deputado Estadual","PTB",1
"1247",2010,"AP","Deputado Estadual","PTB",2
"1248",2010,"CE","Deputado Estadual","PTB",1
"1249",2010,"ES","Deputado Estadual","PTB",1
"1250",2010,"GO","Deputado Estadual","PTB",4
"1251",2010,"MA","Deputado Estadual","PTB",1
"1252",2010,"MG","Deputado Estadual","PTB",4
"1253",2010,"MT","Deputado Estadual","PTB",1
"1254",2010,"PA","Deputado Estadual","PTB",3
"1255",2010,"PB","Deputado Estadual","PTB",1
"1256",2010,"PE","Deputado Estadual","PTB",7
"1257",2010,"PI","Deputado Estadual","PTB",4
"1258",2010,"PR","Deputado Estadual","PTB",1
"1259",2010,"RJ","Deputado Estadual","PTB",1
"1260",2010,"RN","Deputado Estadual","PTB",1
"1261",2010,"RO","Deputado Estadual","PTB",1
"1262",2010,"RS","Deputado Estadual","PTB",6
"1263",2010,"SC","Deputado Estadual","PTB",1
"1264",2010,"SP","Deputado Estadual","PTB",4
"1265",2010,"TO","Deputado Estadual","PTB",1
"1266",2010,"MG","Deputado Estadual","PTC",1
"1267",2010,"PE","Deputado Estadual","PTC",3
"1268",2010,"PI","Deputado Estadual","PTC",1
"1269",2010,"RR","Deputado Estadual","PTC",1
"1270",2010,"SE","Deputado Estadual","PTC",1
"1271",2010,"AM","Deputado Estadual","PTN",2
"1272",2010,"BA","Deputado Estadual","PTN",3
"1273",2010,"CE","Deputado Estadual","PTN",1
"1274",2010,"GO","Deputado Estadual","PTN",2
"1275",2010,"PB","Deputado Estadual","PTN",2
"1276",2010,"RJ","Deputado Estadual","PTN",1
"1277",2010,"RO","Deputado Estadual","PTN",2
"1278",2010,"AP","Deputado Estadual","PV",1
"1279",2010,"BA","Deputado Estadual","PV",1
"1280",2010,"CE","Deputado Estadual","PV",2
"1281",2010,"ES","Deputado Estadual","PV",2
"1282",2010,"MA","Deputado Estadual","PV",5
"1283",2010,"MG","Deputado Estadual","PV",6
"1284",2010,"PA","Deputado Estadual","PV",1
"1285",2010,"PE","Deputado Estadual","PV",1
"1286",2010,"PR","Deputado Estadual","PV",2
"1287",2010,"RJ","Deputado Estadual","PV",2
"1288",2010,"RN","Deputado Estadual","PV",1
"1289",2010,"RO","Deputado Estadual","PV",1
"1290",2010,"RR","Deputado Estadual","PV",1
"1291",2010,"SE","Deputado Estadual","PV",1
"1292",2010,"SP","Deputado Estadual","PV",9
"1293",2010,"TO","Deputado Estadual","PV",1
"1294",2014,"DF","Deputado Distrital","PDT",3
"1295",2014,"DF","Deputado Distrital","PEN",1
"1296",2014,"DF","Deputado Distrital","PHS",1
"1297",2014,"DF","Deputado Distrital","PMDB",3
"1298",2014,"DF","Deputado Distrital","PP",1
"1299",2014,"DF","Deputado Distrital","PPL",1
"1300",2014,"DF","Deputado Distrital","PR",1
"1301",2014,"DF","Deputado Distrital","PRB",1
"1302",2014,"DF","Deputado Distrital","PRTB",2
"1303",2014,"DF","Deputado Distrital","PSDB",1
"1304",2014,"DF","Deputado Distrital","PT",4
"1305",2014,"DF","Deputado Distrital","PTB",1
"1306",2014,"DF","Deputado Distrital","PTC",1
"1307",2014,"DF","Deputado Distrital","PTN",1
"1308",2014,"DF","Deputado Distrital","PV",1
"1309",2014,"DF","Deputado Distrital","SD",1
"1310",2014,"AC","Deputado Estadual","DEM",1
"1311",2014,"AL","Deputado Estadual","DEM",2
"1312",2014,"AM","Deputado Estadual","DEM",1
"1313",2014,"AP","Deputado Estadual","DEM",1
"1314",2014,"BA","Deputado Estadual","DEM",6
"1315",2014,"CE","Deputado Estadual","DEM",1
"1316",2014,"ES","Deputado Estadual","DEM",2
"1317",2014,"GO","Deputado Estadual","DEM",1
"1318",2014,"MA","Deputado Estadual","DEM",2
"1319",2014,"MG","Deputado Estadual","DEM",2
"1320",2014,"MS","Deputado Estadual","DEM",1
"1321",2014,"MT","Deputado Estadual","DEM",1
"1322",2014,"PA","Deputado Estadual","DEM",2
"1323",2014,"PB","Deputado Estadual","DEM",2
"1324",2014,"PE","Deputado Estadual","DEM",1
"1325",2014,"PR","Deputado Estadual","DEM",4
"1326",2014,"RN","Deputado Estadual","DEM",2
"1327",2014,"RO","Deputado Estadual","DEM",1
"1328",2014,"SC","Deputado Estadual","DEM",1
"1329",2014,"SE","Deputado Estadual","DEM",2
"1330",2014,"SP","Deputado Estadual","DEM",8
"1331",2014,"TO","Deputado Estadual","DEM",1
"1332",2014,"AC","Deputado Estadual","PC do B",1
"1333",2014,"AM","Deputado Estadual","PC do B",1
"1334",2014,"BA","Deputado Estadual","PC do B",3
"1335",2014,"CE","Deputado Estadual","PC do B",2
"1336",2014,"GO","Deputado Estadual","PC do B",1
"1337",2014,"MA","Deputado Estadual","PC do B",3
"1338",2014,"MG","Deputado Estadual","PC do B",3
"1339",2014,"PA","Deputado Estadual","PC do B",1
"1340",2014,"PB","Deputado Estadual","PC do B",1
"1341",2014,"RJ","Deputado Estadual","PC do B",1
"1342",2014,"RN","Deputado Estadual","PC do B",1
"1343",2014,"RR","Deputado Estadual","PC do B",1
"1344",2014,"RS","Deputado Estadual","PC do B",2
"1345",2014,"SC","Deputado Estadual","PC do B",1
"1346",2014,"SE","Deputado Estadual","PC do B",1
"1347",2014,"SP","Deputado Estadual","PC do B",2
"1348",2014,"AC","Deputado Estadual","PDT",2
"1349",2014,"AL","Deputado Estadual","PDT",2
"1350",2014,"AM","Deputado Estadual","PDT",1
"1351",2014,"AP","Deputado Estadual","PDT",2
"1352",2014,"BA","Deputado Estadual","PDT",5
"1353",2014,"CE","Deputado Estadual","PDT",3
"1354",2014,"ES","Deputado Estadual","PDT",2
"1355",2014,"GO","Deputado Estadual","PDT",1
"1356",2014,"MA","Deputado Estadual","PDT",3
"1357",2014,"MG","Deputado Estadual","PDT",4
"1358",2014,"MS","Deputado Estadual","PDT",3
"1359",2014,"MT","Deputado Estadual","PDT",2
"1360",2014,"PA","Deputado Estadual","PDT",1
"1361",2014,"PE","Deputado Estadual","PDT",2
"1362",2014,"PI","Deputado Estadual","PDT",2
"1363",2014,"PR","Deputado Estadual","PDT",4
"1364",2014,"RJ","Deputado Estadual","PDT",3
"1365",2014,"RN","Deputado Estadual","PDT",1
"1366",2014,"RO","Deputado Estadual","PDT",2
"1367",2014,"RR","Deputado Estadual","PDT",1
"1368",2014,"RS","Deputado Estadual","PDT",8
"1369",2014,"SC","Deputado Estadual","PDT",1
"1370",2014,"SE","Deputado Estadual","PDT",1
"1371",2014,"SP","Deputado Estadual","PDT",1
"1372",2014,"CE","Deputado Estadual","PEN",1
"1373",2014,"ES","Deputado Estadual","PEN",1
"1374",2014,"MA","Deputado Estadual","PEN",1
"1375",2014,"MG","Deputado Estadual","PEN",1
"1376",2014,"MS","Deputado Estadual","PEN",1
"1377",2014,"PA","Deputado Estadual","PEN",1
"1378",2014,"PB","Deputado Estadual","PEN",4
"1379",2014,"RO","Deputado Estadual","PEN",1
"1380",2014,"RR","Deputado Estadual","PEN",1
"1381",2014,"SP","Deputado Estadual","PEN",2
"1382",2014,"AP","Deputado Estadual","PHS",1
"1383",2014,"CE","Deputado Estadual","PHS",1
"1384",2014,"GO","Deputado Estadual","PHS",2
"1385",2014,"MA","Deputado Estadual","PHS",1
"1386",2014,"MG","Deputado Estadual","PHS",1
"1387",2014,"PE","Deputado Estadual","PHS",1
"1388",2014,"RJ","Deputado Estadual","PHS",1
"1389",2014,"RN","Deputado Estadual","PHS",1
"1390",2014,"SP","Deputado Estadual","PHS",1
"1391",2014,"AC","Deputado Estadual","PMDB",2
"1392",2014,"AL","Deputado Estadual","PMDB",3
"1393",2014,"AM","Deputado Estadual","PMDB",3
"1394",2014,"AP","Deputado Estadual","PMDB",2
"1395",2014,"BA","Deputado Estadual","PMDB",6
"1396",2014,"CE","Deputado Estadual","PMDB",6
"1397",2014,"ES","Deputado Estadual","PMDB",4
"1398",2014,"GO","Deputado Estadual","PMDB",5
"1399",2014,"MA","Deputado Estadual","PMDB",4
"1400",2014,"MG","Deputado Estadual","PMDB",10
"1401",2014,"MS","Deputado Estadual","PMDB",6
"1402",2014,"MT","Deputado Estadual","PMDB",3
"1403",2014,"PA","Deputado Estadual","PMDB",8
"1404",2014,"PB","Deputado Estadual","PMDB",4
"1405",2014,"PE","Deputado Estadual","PMDB",3
"1406",2014,"PI","Deputado Estadual","PMDB",6
"1407",2014,"PR","Deputado Estadual","PMDB",8
"1408",2014,"RJ","Deputado Estadual","PMDB",15
"1409",2014,"RN","Deputado Estadual","PMDB",5
"1410",2014,"RO","Deputado Estadual","PMDB",3
"1411",2014,"RR","Deputado Estadual","PMDB",3
"1412",2014,"RS","Deputado Estadual","PMDB",8
"1413",2014,"SC","Deputado Estadual","PMDB",10
"1414",2014,"SE","Deputado Estadual","PMDB",4
"1415",2014,"SP","Deputado Estadual","PMDB",5
"1416",2014,"TO","Deputado Estadual","PMDB",3
"1417",2014,"AL","Deputado Estadual","PMN",1
"1418",2014,"ES","Deputado Estadual","PMN",1
"1419",2014,"GO","Deputado Estadual","PMN",1
"1420",2014,"MA","Deputado Estadual","PMN",1
"1421",2014,"MG","Deputado Estadual","PMN",1
"1422",2014,"PR","Deputado Estadual","PMN",1
"1423",2014,"RJ","Deputado Estadual","PMN",1
"1424",2014,"RN","Deputado Estadual","PMN",1
"1425",2014,"AC","Deputado Estadual","PP",2
"1426",2014,"AM","Deputado Estadual","PP",1
"1427",2014,"BA","Deputado Estadual","PP",5
"1428",2014,"CE","Deputado Estadual","PP",2
"1429",2014,"ES","Deputado Estadual","PP",2
"1430",2014,"MA","Deputado Estadual","PP",1
"1431",2014,"MG","Deputado Estadual","PP",3
"1432",2014,"PA","Deputado Estadual","PP",1
"1433",2014,"PB","Deputado Estadual","PP",2
"1434",2014,"PE","Deputado Estadual","PP",4
"1435",2014,"PI","Deputado Estadual","PP",1
"1436",2014,"PR","Deputado Estadual","PP",2
"1437",2014,"RJ","Deputado Estadual","PP",4
"1438",2014,"RO","Deputado Estadual","PP",3
"1439",2014,"RR","Deputado Estadual","PP",1
"1440",2014,"RS","Deputado Estadual","PP",7
"1441",2014,"SC","Deputado Estadual","PP",4
"1442",2014,"SE","Deputado Estadual","PP",2
"1443",2014,"SP","Deputado Estadual","PP",2
"1444",2014,"TO","Deputado Estadual","PP",1
"1445",2014,"PA","Deputado Estadual","PPL",1
"1446",2014,"PR","Deputado Estadual","PPL",1
"1447",2014,"RS","Deputado Estadual","PPL",1
"1448",2014,"AL","Deputado Estadual","PPS",2
"1449",2014,"AM","Deputado Estadual","PPS",1
"1450",2014,"CE","Deputado Estadual","PPS",1
"1451",2014,"ES","Deputado Estadual","PPS",2
"1452",2014,"MA","Deputado Estadual","PPS",1
"1453",2014,"MG","Deputado Estadual","PPS",3
"1454",2014,"PA","Deputado Estadual","PPS",1
"1455",2014,"PR","Deputado Estadual","PPS",2
"1456",2014,"RJ","Deputado Estadual","PPS",2
"1457",2014,"RR","Deputado Estadual","PPS",1
"1458",2014,"RS","Deputado Estadual","PPS",1
"1459",2014,"SC","Deputado Estadual","PPS",1
"1460",2014,"SP","Deputado Estadual","PPS",3
"1461",2014,"TO","Deputado Estadual","PPS",1
"1462",2014,"AC","Deputado Estadual","PR",1
"1463",2014,"AM","Deputado Estadual","PR",2
"1464",2014,"BA","Deputado Estadual","PR",1
"1465",2014,"CE","Deputado Estadual","PR",2
"1466",2014,"ES","Deputado Estadual","PR",1
"1467",2014,"GO","Deputado Estadual","PR",2
"1468",2014,"MA","Deputado Estadual","PR",2
"1469",2014,"MG","Deputado Estadual","PR",3
"1470",2014,"MS","Deputado Estadual","PR",2
"1471",2014,"MT","Deputado Estadual","PR",5
"1472",2014,"PA","Deputado Estadual","PR",2
"1473",2014,"PB","Deputado Estadual","PR",1
"1474",2014,"PE","Deputado Estadual","PR",3
"1475",2014,"PI","Deputado Estadual","PR",1
"1476",2014,"RJ","Deputado Estadual","PR",8
"1477",2014,"RN","Deputado Estadual","PR",1
"1478",2014,"RS","Deputado Estadual","PR",1
"1479",2014,"SC","Deputado Estadual","PR",2
"1480",2014,"SP","Deputado Estadual","PR",3
"1481",2014,"TO","Deputado Estadual","PR",2
"1482",2014,"AC","Deputado Estadual","PRB",1
"1483",2014,"AL","Deputado Estadual","PRB",1
"1484",2014,"AM","Deputado Estadual","PRB",1
"1485",2014,"AP","Deputado Estadual","PRB",4
"1486",2014,"BA","Deputado Estadual","PRB",2
"1487",2014,"CE","Deputado Estadual","PRB",1
"1488",2014,"GO","Deputado Estadual","PRB",1
"1489",2014,"MA","Deputado Estadual","PRB",3
"1490",2014,"MG","Deputado Estadual","PRB",2
"1491",2014,"PA","Deputado Estadual","PRB",1
"1492",2014,"PB","Deputado Estadual","PRB",1
"1493",2014,"PE","Deputado Estadual","PRB",1
"1494",2014,"PI","Deputado Estadual","PRB",1
"1495",2014,"PR","Deputado Estadual","PRB",1
"1496",2014,"RJ","Deputado Estadual","PRB",2
"1497",2014,"RR","Deputado Estadual","PRB",3
"1498",2014,"RS","Deputado Estadual","PRB",1
"1499",2014,"SE","Deputado Estadual","PRB",1
"1500",2014,"SP","Deputado Estadual","PRB",4
"1501",2014,"AC","Deputado Estadual","PROS",1
"1502",2014,"AL","Deputado Estadual","PROS",2
"1503",2014,"AM","Deputado Estadual","PROS",1
"1504",2014,"AP","Deputado Estadual","PROS",2
"1505",2014,"BA","Deputado Estadual","PROS",1
"1506",2014,"CE","Deputado Estadual","PROS",12
"1507",2014,"GO","Deputado Estadual","PROS",1
"1508",2014,"MG","Deputado Estadual","PROS",1
"1509",2014,"PA","Deputado Estadual","PROS",2
"1510",2014,"PE","Deputado Estadual","PROS",1
"1511",2014,"RN","Deputado Estadual","PROS",4
"1512",2014,"RR","Deputado Estadual","PROS",1
"1513",2014,"TO","Deputado Estadual","PROS",1
"1514",2014,"AC","Deputado Estadual","PRP",1
"1515",2014,"BA","Deputado Estadual","PRP",2
"1516",2014,"CE","Deputado Estadual","PRP",1
"1517",2014,"ES","Deputado Estadual","PRP",3
"1518",2014,"GO","Deputado Estadual","PRP",1
"1519",2014,"PE","Deputado Estadual","PRP",1
"1520",2014,"RO","Deputado Estadual","PRP",1
"1521",2014,"RR","Deputado Estadual","PRP",2
"1522",2014,"AL","Deputado Estadual","PRTB",3
"1523",2014,"ES","Deputado Estadual","PRTB",1
"1524",2014,"GO","Deputado Estadual","PRTB",1
"1525",2014,"MA","Deputado Estadual","PRTB",1
"1526",2014,"RR","Deputado Estadual","PRTB",1
"1527",2014,"TO","Deputado Estadual","PRTB",1
"1528",2014,"AC","Deputado Estadual","PSB",1
"1529",2014,"AL","Deputado Estadual","PSB",2
"1530",2014,"AM","Deputado Estadual","PSB",1
"1531",2014,"AP","Deputado Estadual","PSB",2
"1532",2014,"BA","Deputado Estadual","PSB",2
"1533",2014,"ES","Deputado Estadual","PSB",2
"1534",2014,"MA","Deputado Estadual","PSB",1
"1535",2014,"MG","Deputado Estadual","PSB",3
"1536",2014,"MS","Deputado Estadual","PSB",1
"1537",2014,"MT","Deputado Estadual","PSB",3
"1538",2014,"PA","Deputado Estadual","PSB",2
"1539",2014,"PB","Deputado Estadual","PSB",5
"1540",2014,"PE","Deputado Estadual","PSB",15
"1541",2014,"PI","Deputado Estadual","PSB",3
"1542",2014,"PR","Deputado Estadual","PSB",2
"1543",2014,"RJ","Deputado Estadual","PSB",1
"1544",2014,"RN","Deputado Estadual","PSB",2
"1545",2014,"RO","Deputado Estadual","PSB",1
"1546",2014,"RR","Deputado Estadual","PSB",1
"1547",2014,"RS","Deputado Estadual","PSB",3
"1548",2014,"SC","Deputado Estadual","PSB",2
"1549",2014,"SE","Deputado Estadual","PSB",1
"1550",2014,"SP","Deputado Estadual","PSB",6
"1551",2014,"TO","Deputado Estadual","PSB",1
"1552",2014,"AL","Deputado Estadual","PSC",1
"1553",2014,"AM","Deputado Estadual","PSC",1
"1554",2014,"AP","Deputado Estadual","PSC",2
"1555",2014,"BA","Deputado Estadual","PSC",2
"1556",2014,"CE","Deputado Estadual","PSC",1
"1557",2014,"GO","Deputado Estadual","PSC",1
"1558",2014,"MA","Deputado Estadual","PSC",2
"1559",2014,"MG","Deputado Estadual","PSC",2
"1560",2014,"PA","Deputado Estadual","PSC",2
"1561",2014,"PB","Deputado Estadual","PSC",2
"1562",2014,"PR","Deputado Estadual","PSC",12
"1563",2014,"RJ","Deputado Estadual","PSC",1
"1564",2014,"RR","Deputado Estadual","PSC",1
"1565",2014,"SE","Deputado Estadual","PSC",2
"1566",2014,"SP","Deputado Estadual","PSC",3
"1567",2014,"AC","Deputado Estadual","PSD",1
"1568",2014,"AL","Deputado Estadual","PSD",2
"1569",2014,"AM","Deputado Estadual","PSD",3
"1570",2014,"BA","Deputado Estadual","PSD",8
"1571",2014,"CE","Deputado Estadual","PSD",2
"1572",2014,"ES","Deputado Estadual","PSD",1
"1573",2014,"GO","Deputado Estadual","PSD",5
"1574",2014,"MG","Deputado Estadual","PSD",4
"1575",2014,"MT","Deputado Estadual","PSD",4
"1576",2014,"PA","Deputado Estadual","PSD",3
"1577",2014,"PB","Deputado Estadual","PSD",2
"1578",2014,"PE","Deputado Estadual","PSD",2
"1579",2014,"PI","Deputado Estadual","PSD",3
"1580",2014,"PR","Deputado Estadual","PSD",3
"1581",2014,"RJ","Deputado Estadual","PSD",7
"1582",2014,"RN","Deputado Estadual","PSD",3
"1583",2014,"RO","Deputado Estadual","PSD",1
"1584",2014,"RS","Deputado Estadual","PSD",1
"1585",2014,"SC","Deputado Estadual","PSD",9
"1586",2014,"SE","Deputado Estadual","PSD",3
"1587",2014,"SP","Deputado Estadual","PSD",4
"1588",2014,"TO","Deputado Estadual","PSD",2
"1589",2014,"AC","Deputado Estadual","PSDB",1
"1590",2014,"AL","Deputado Estadual","PSDB",4
"1591",2014,"AM","Deputado Estadual","PSDB",2
"1592",2014,"AP","Deputado Estadual","PSDB",2
"1593",2014,"BA","Deputado Estadual","PSDB",3
"1594",2014,"CE","Deputado Estadual","PSDB",1
"1595",2014,"ES","Deputado Estadual","PSDB",2
"1596",2014,"GO","Deputado Estadual","PSDB",7
"1597",2014,"MA","Deputado Estadual","PSDB",2
"1598",2014,"MG","Deputado Estadual","PSDB",9
"1599",2014,"MS","Deputado Estadual","PSDB",4
"1600",2014,"MT","Deputado Estadual","PSDB",3
"1601",2014,"PA","Deputado Estadual","PSDB",6
"1602",2014,"PB","Deputado Estadual","PSDB",4
"1603",2014,"PE","Deputado Estadual","PSDB",1
"1604",2014,"PI","Deputado Estadual","PSDB",3
"1605",2014,"PR","Deputado Estadual","PSDB",7
"1606",2014,"RJ","Deputado Estadual","PSDB",2
"1607",2014,"RO","Deputado Estadual","PSDB",1
"1608",2014,"RR","Deputado Estadual","PSDB",1
"1609",2014,"RS","Deputado Estadual","PSDB",4
"1610",2014,"SC","Deputado Estadual","PSDB",4
"1611",2014,"SP","Deputado Estadual","PSDB",22
"1612",2014,"TO","Deputado Estadual","PSDB",1
"1613",2014,"AC","Deputado Estadual","PSDC",1
"1614",2014,"AP","Deputado Estadual","PSDC",1
"1615",2014,"CE","Deputado Estadual","PSDC",1
"1616",2014,"MA","Deputado Estadual","PSDC",1
"1617",2014,"RJ","Deputado Estadual","PSDC",1
"1618",2014,"RO","Deputado Estadual","PSDC",2
"1619",2014,"RR","Deputado Estadual","PSDC",2
"1620",2014,"BA","Deputado Estadual","PSL",1
"1621",2014,"CE","Deputado Estadual","PSL",1
"1622",2014,"GO","Deputado Estadual","PSL",1
"1623",2014,"MA","Deputado Estadual","PSL",2
"1624",2014,"PB","Deputado Estadual","PSL",2
"1625",2014,"PE","Deputado Estadual","PSL",1
"1626",2014,"PR","Deputado Estadual","PSL",1
"1627",2014,"RJ","Deputado Estadual","PSL",2
"1628",2014,"RR","Deputado Estadual","PSL",2
"1629",2014,"SE","Deputado Estadual","PSL",1
"1630",2014,"SP","Deputado Estadual","PSL",1
"1631",2014,"TO","Deputado Estadual","PSL",1
"1632",2014,"AP","Deputado Estadual","PSOL",2
"1633",2014,"CE","Deputado Estadual","PSOL",1
"1634",2014,"PE","Deputado Estadual","PSOL",1
"1635",2014,"RJ","Deputado Estadual","PSOL",5
"1636",2014,"RS","Deputado Estadual","PSOL",1
"1637",2014,"SP","Deputado Estadual","PSOL",2
