"","ANO_ELEICAO","UF","SIGLA_PARTIDO","VOT_PART_UF"
"1595",2006,"MG","PRP",47743
"1596",2006,"MG","PRTB",38951
"1597",2006,"MG","PSB",381083
"1598",2006,"MG","PSC",160607
"1599",2006,"MG","PSDB",1447892
"1600",2006,"MG","PSDC",54901
"1601",2006,"MG","PSOL",48441
"1602",2006,"MG","PSTU",12960
"1603",2006,"MG","PT",1619942
"1604",2006,"MG","PT do B",32163
"1605",2006,"MG","PTB",200618
"1606",2006,"MG","PTC",112861
"1607",2006,"MG","PTN",20644
"1608",2006,"MG","PV",746945
"1609",2006,"MS","PAN",6146
"1610",2006,"MS","PC do B",1944
"1611",2006,"MS","PDT",194806
"1612",2006,"MS","PFL",38974
"1613",2006,"MS","PHS",2702
"1614",2006,"MS","PL",7167
"1615",2006,"MS","PMDB",326573
"1616",2006,"MS","PMN",15513
"1617",2006,"MS","PP",60967
"1618",2006,"MS","PPS",83104
"1619",2006,"MS","PRONA",10504
"1620",2006,"MS","PRP",1167
"1621",2006,"MS","PRTB",1697
"1622",2006,"MS","PSB",18863
"1623",2006,"MS","PSC",15141
"1624",2006,"MS","PSDB",98769
"1625",2006,"MS","PSOL",6380
"1626",2006,"MS","PSTU",1140
"1627",2006,"MS","PT",301633
"1628",2006,"MS","PT do B",2702
"1629",2006,"MS","PTB",3981
"1630",2006,"MS","PTC",2075
"1631",2006,"MS","PTN",686
"1632",2006,"MS","PV",5114
"1633",2006,"MT","PAN",665
"1634",2006,"MT","PC do B",3809
"1635",2006,"MT","PDT",20959
"1636",2006,"MT","PFL",132486
"1637",2006,"MT","PHS",1692
"1638",2006,"MT","PL",105073
"1639",2006,"MT","PMDB",150092
"1640",2006,"MT","PMN",1612
"1641",2006,"MT","PP",241329
"1642",2006,"MT","PPS",271406
"1643",2006,"MT","PRONA",464
"1644",2006,"MT","PRP",9621
"1645",2006,"MT","PRTB",1604
"1646",2006,"MT","PSB",53584
"1647",2006,"MT","PSC",5176
"1648",2006,"MT","PSDB",189747
"1649",2006,"MT","PSDC",1250
"1650",2006,"MT","PSL",4359
"1651",2006,"MT","PSOL",3718
"1652",2006,"MT","PSTU",230
"1653",2006,"MT","PT",179092
"1654",2006,"MT","PT do B",3989
"1655",2006,"MT","PTB",27768
"1656",2006,"MT","PTC",940
"1657",2006,"MT","PTN",164
"1658",2006,"MT","PV",26452
"1659",2006,"PA","PAN",855
"1660",2006,"PA","PC do B",56561
"1661",2006,"PA","PCB",1535
"1662",2006,"PA","PDT",142088
"1663",2006,"PA","PFL",268521
"1664",2006,"PA","PHS",3072
"1665",2006,"PA","PL",70277
"1666",2006,"PA","PMDB",902350
"1667",2006,"PA","PMN",4021
"1668",2006,"PA","PP",132936
"1669",2006,"PA","PPS",57065
"1670",2006,"PA","PRB",55403
"1671",2006,"PA","PRONA",1622
"1672",2006,"PA","PRP",3745
"1673",2006,"PA","PRTB",300
"1674",2006,"PA","PSB",40183
"1675",2006,"PA","PSC",100057
"1676",2006,"PA","PSDB",602046
"1677",2006,"PA","PSDC",2297
"1678",2006,"PA","PSOL",42124
"1679",2006,"PA","PSTU",6513
"1680",2006,"PA","PT",415258
"1681",2006,"PA","PT do B",5658
"1682",2006,"PA","PTB",161826
"1683",2006,"PA","PTC",20877
"1684",2006,"PA","PTN",4732
"1685",2006,"PA","PV",37421
"1686",2006,"PB","PC do B",9680
"1687",2006,"PB","PCO",2370
"1688",2006,"PB","PDT",83496
"1689",2006,"PB","PFL",178199
"1690",2006,"PB","PHS",2562
"1691",2006,"PB","PL",253154
"1692",2006,"PB","PMDB",515277
"1693",2006,"PB","PMN",2067
"1694",2006,"PB","PP",63126
"1695",2006,"PB","PPS",42377
"1696",2006,"PB","PRB",4897
"1697",2006,"PB","PRONA",892
"1698",2006,"PB","PRP",5766
"1699",2006,"PB","PRTB",1104
"1700",2006,"PB","PSB",207433
"1701",2006,"PB","PSC",2518
"1702",2006,"PB","PSDB",388192
"1703",2006,"PB","PSDC",847
"1704",2006,"PB","PSL",1742
"1705",2006,"PB","PSOL",6899
"1706",2006,"PB","PSTU",2206
"1707",2006,"PB","PT",127464
"1708",2006,"PB","PT do B",645
"1709",2006,"PB","PTB",29581
"1710",2006,"PB","PTC",657
"1711",2006,"PB","PTN",356
"1712",2006,"PB","PV",5107
"1713",2006,"PE","PAN",12427
"1714",2006,"PE","PC do B",115852
"1715",2006,"PE","PCB",3315
"1716",2006,"PE","PCO",1589
"1717",2006,"PE","PDT",130178
"1718",2006,"PE","PFL",663806
"1719",2006,"PE","PHS",38638
"1720",2006,"PE","PL",215316
"1721",2006,"PE","PMDB",419288
"1722",2006,"PE","PMN",80104
"1723",2006,"PE","PP",198699
"1724",2006,"PE","PPS",158374
"1725",2006,"PE","PRB",8296
"1726",2006,"PE","PRONA",34453
"1727",2006,"PE","PRP",10832
"1728",2006,"PE","PRTB",3686
"1729",2006,"PE","PSB",521886
"1730",2006,"PE","PSC",75448
"1731",2006,"PE","PSDB",255416
"1732",2006,"PE","PSDC",7412
"1733",2006,"PE","PSL",5327
"1734",2006,"PE","PSOL",14206
"1735",2006,"PE","PSTU",3595
"1736",2006,"PE","PT",676507
"1737",2006,"PE","PT do B",12075
"1738",2006,"PE","PTB",511870
"1739",2006,"PE","PTC",6325
"1740",2006,"PE","PTN",2104
"1741",2006,"PE","PV",13590
"1742",2006,"PI","PAN",366
"1743",2006,"PI","PC do B",102925
"1744",2006,"PI","PCB",1963
"1745",2006,"PI","PCO",2070
"1746",2006,"PI","PDT",39669
"1747",2006,"PI","PFL",266505
"1748",2006,"PI","PHS",2043
"1749",2006,"PI","PL",6893
"1750",2006,"PI","PMDB",276725
"1751",2006,"PI","PMN",6458
"1752",2006,"PI","PP",118680
"1753",2006,"PI","PPS",6900
"1754",2006,"PI","PRONA",3924
"1755",2006,"PI","PRTB",1102
"1756",2006,"PI","PSB",75519
"1757",2006,"PI","PSC",4815
"1758",2006,"PI","PSDB",230770
"1759",2006,"PI","PSDC",1382
"1760",2006,"PI","PSL",1426
"1761",2006,"PI","PSOL",4817
"1762",2006,"PI","PSTU",1319
"1763",2006,"PI","PT",292358
"1764",2006,"PI","PT do B",2017
"1765",2006,"PI","PTB",152762
"1766",2006,"PI","PTC",763
"1767",2006,"PI","PV",13027
"1768",2006,"PR","PAN",1134
"1769",2006,"PR","PC do B",64063
"1770",2006,"PR","PCB",3761
"1771",2006,"PR","PCO",827
"1772",2006,"PR","PDT",268821
"1773",2006,"PR","PFL",563986
"1774",2006,"PR","PHS",21027
"1775",2006,"PR","PL",246682
"1776",2006,"PR","PMDB",1246931
"1777",2006,"PR","PMN",23388
"1778",2006,"PR","PP",380327
"1779",2006,"PR","PPS",620025
"1780",2006,"PR","PRB",6492
"1781",2006,"PR","PRONA",20803
"1782",2006,"PR","PRTB",5809
"1783",2006,"PR","PSB",33356
"1784",2006,"PR","PSC",16262
"1785",2006,"PR","PSDB",712088
"1786",2006,"PR","PSDC",12641
"1787",2006,"PR","PSL",15641
"1788",2006,"PR","PSOL",14546
"1789",2006,"PR","PSTU",2578
"1790",2006,"PR","PT",737134
"1791",2006,"PR","PT do B",5976
"1792",2006,"PR","PTB",163776
"1793",2006,"PR","PTC",34314
"1794",2006,"PR","PTN",3047
"1795",2006,"PR","PV",147130
"1796",2006,"RJ","PAN",82473
"1797",2006,"RJ","PC do B",130072
"1798",2006,"RJ","PCB",12155
"1799",2006,"RJ","PCO",2860
"1800",2006,"RJ","PDT",528084
"1801",2006,"RJ","PFL",728561
"1802",2006,"RJ","PHS",92179
"1803",2006,"RJ","PL",237968
"1804",2006,"RJ","PMDB",1478256
"1805",2006,"RJ","PMN",100304
"1806",2006,"RJ","PP",425830
"1807",2006,"RJ","PPS",350456
"1808",2006,"RJ","PRB",112738
"1809",2006,"RJ","PRONA",186450
"1810",2006,"RJ","PRP",54010
"1811",2006,"RJ","PRTB",59464
"1812",2006,"RJ","PSB",368957
"1813",2006,"RJ","PSC",445193
"1814",2006,"RJ","PSDB",575880
"1815",2006,"RJ","PSDC",106643
"1816",2006,"RJ","PSL",25044
"1817",2006,"RJ","PSOL",217851
"1818",2006,"RJ","PSTU",22341
"1819",2006,"RJ","PT",779528
"1820",2006,"RJ","PT do B",178340
"1821",2006,"RJ","PTB",354859
"1822",2006,"RJ","PTC",18734
"1823",2006,"RJ","PTN",40631
"1824",2006,"RJ","PV",376258
"1825",2006,"RN","PAN",789
"1826",2006,"RN","PC do B",30522
"1827",2006,"RN","PCB",7519
"1828",2006,"RN","PDT",23168
"1829",2006,"RN","PFL",220381
"1830",2006,"RN","PHS",4151
"1831",2006,"RN","PL",199497
"1832",2006,"RN","PMDB",252458
"1833",2006,"RN","PMN",203807
"1834",2006,"RN","PP",101252
"1835",2006,"RN","PPS",6226
"1836",2006,"RN","PRP",4569
"1837",2006,"RN","PRTB",1414
"1838",2006,"RN","PSB",340834
"1839",2006,"RN","PSDB",18310
"1840",2006,"RN","PSDC",3328
"1841",2006,"RN","PSL",1886
"1842",2006,"RN","PSOL",7089
"1843",2006,"RN","PSTU",2299
"1844",2006,"RN","PT",150605
"1845",2006,"RN","PT do B",295
"1846",2006,"RN","PTB",6380
"1847",2006,"RN","PTC",5759
"1848",2006,"RN","PTN",205
"1849",2006,"RN","PV",32379
"1850",2006,"RO","PAN",520
"1851",2006,"RO","PC do B",5042
"1852",2006,"RO","PDT",33924
"1853",2006,"RO","PFL",1502
"1854",2006,"RO","PHS",1215
"1855",2006,"RO","PL",23893
"1856",2006,"RO","PMDB",160889
"1857",2006,"RO","PMN",857
"1858",2006,"RO","PP",25899
"1859",2006,"RO","PPS",132633
"1860",2006,"RO","PRONA",1103
"1861",2006,"RO","PRTB",1405
"1862",2006,"RO","PSB",65397
"1863",2006,"RO","PSC",692
"1864",2006,"RO","PSDB",21404
"1865",2006,"RO","PSDC",5275
"1866",2006,"RO","PSOL",2651
"1867",2006,"RO","PT",136860
"1868",2006,"RO","PT do B",246
"1869",2006,"RO","PTB",44700
"1870",2006,"RO","PTN",24510
"1871",2006,"RO","PV",40561
"1872",2006,"RR","PAN",3049
"1873",2006,"RR","PC do B",1934
"1874",2006,"RR","PCO",192
"1875",2006,"RR","PDT",7648
"1876",2006,"RR","PFL",33030
"1877",2006,"RR","PHS",2249
"1878",2006,"RR","PL",23534
"1879",2006,"RR","PMDB",11732
"1880",2006,"RR","PMN",70
"1881",2006,"RR","PP",16636
"1882",2006,"RR","PPS",5662
"1883",2006,"RR","PRB",1630
"1884",2006,"RR","PRONA",255
"1885",2006,"RR","PRP",833
"1886",2006,"RR","PRTB",3684
"1887",2006,"RR","PSB",10319
"1888",2006,"RR","PSC",1063
"1889",2006,"RR","PSDB",23473
"1890",2006,"RR","PSDC",826
"1891",2006,"RR","PSOL",2089
"1892",2006,"RR","PT",5150
"1893",2006,"RR","PT do B",1601
"1894",2006,"RR","PTB",11076
"1895",2006,"RR","PTC",9651
"1896",2006,"RR","PTN",4453
"1897",2006,"RR","PV",9194
"1898",2006,"RS","PAN",4213
"1899",2006,"RS","PC do B",281475
"1900",2006,"RS","PCB",1979
"1901",2006,"RS","PCO",2166
"1902",2006,"RS","PDT",562076
"1903",2006,"RS","PFL",264453
"1904",2006,"RS","PHS",20904
"1905",2006,"RS","PL",60714
"1906",2006,"RS","PMDB",1003683
"1907",2006,"RS","PMN",3697
"1908",2006,"RS","PP",870266
"1909",2006,"RS","PPS",91497
"1910",2006,"RS","PRONA",17090
"1911",2006,"RS","PRTB",379
"1912",2006,"RS","PSB",287965
"1913",2006,"RS","PSC",28210
"1914",2006,"RS","PSDB",500840
"1915",2006,"RS","PSDC",1738
"1916",2006,"RS","PSL",1729
"1917",2006,"RS","PSOL",226155
"1918",2006,"RS","PSTU",5128
"1919",2006,"RS","PT",1126732
"1920",2006,"RS","PT do B",1971
"1921",2006,"RS","PTB",524438
"1922",2006,"RS","PTC",1933
"1923",2006,"RS","PV",75951
"1924",2006,"SC","PC do B",29341
"1925",2006,"SC","PCB",1989
"1926",2006,"SC","PDT",101512
"1927",2006,"SC","PFL",480792
"1928",2006,"SC","PL",71870
"1929",2006,"SC","PMDB",845393
"1930",2006,"SC","PMN",1870
"1931",2006,"SC","PP",505558
"1932",2006,"SC","PPS",115086
"1933",2006,"SC","PRB",2277
"1934",2006,"SC","PRONA",1873
"1935",2006,"SC","PSB",85177
"1936",2006,"SC","PSDB",306980
"1937",2006,"SC","PSDC",1491
"1938",2006,"SC","PSOL",15242
"1939",2006,"SC","PSTU",3112
"1940",2006,"SC","PT",571915
"1941",2006,"SC","PTB",58027
"1942",2006,"SC","PTC",3478
"1943",2006,"SC","PV",16763
"1944",2006,"SE","PAN",871
"1945",2006,"SE","PC do B",16360
"1946",2006,"SE","PCB",3220
"1947",2006,"SE","PDT",18015
"1948",2006,"SE","PFL",253589
"1949",2006,"SE","PHS",1916
"1950",2006,"SE","PL",37333
"1951",2006,"SE","PMDB",44141
"1952",2006,"SE","PP",28517
"1953",2006,"SE","PPS",13639
"1954",2006,"SE","PRONA",316
"1955",2006,"SE","PRP",2971
"1956",2006,"SE","PRTB",323
"1957",2006,"SE","PSB",91759
"1958",2006,"SE","PSC",123005
"1959",2006,"SE","PSDB",135474
"1960",2006,"SE","PSDC",2446
"1961",2006,"SE","PSL",2101
"1962",2006,"SE","PSOL",2824
"1963",2006,"SE","PSTU",4087
"1964",2006,"SE","PT",115515
"1965",2006,"SE","PT do B",3607
"1966",2006,"SE","PTB",105061
"1967",2006,"SE","PTC",3600
"1968",2006,"SE","PTN",4181
"1969",2006,"SE","PV",2279
"1970",2006,"SP","PAN",25908
"1971",2006,"SP","PC do B",258731
"1972",2006,"SP","PCB",10456
"1973",2006,"SP","PCO",6295
"1974",2006,"SP","PDT",1045538
"1975",2006,"SP","PFL",1588209
"1976",2006,"SP","PHS",34657
"1977",2006,"SP","PL",668311
"1978",2006,"SP","PMDB",792331
"1979",2006,"SP","PMN",27810
"1980",2006,"SP","PP",1573391
"1981",2006,"SP","PPS",614213
"1982",2006,"SP","PRONA",443297
"1983",2006,"SP","PRP",34442
"1984",2006,"SP","PRTB",13361
"1985",2006,"SP","PSB",1236880
"1986",2006,"SP","PSC",509977
"1987",2006,"SP","PSDB",4532052
"1988",2006,"SP","PSDC",85677
"1989",2006,"SP","PSL",75132
"1990",2006,"SP","PSOL",295933
"1991",2006,"SP","PSTU",18227
"1992",2006,"SP","PT",3893806
"1993",2006,"SP","PT do B",28586
"1994",2006,"SP","PTB",1087797
"1995",2006,"SP","PTC",527373
"1996",2006,"SP","PTN",18821
"1997",2006,"SP","PV",1481773
"1998",2006,"TO","PAN",412
"1999",2006,"TO","PC do B",2628
"2000",2006,"TO","PDT",17664
"2001",2006,"TO","PFL",133881
"2002",2006,"TO","PHS",478
"2003",2006,"TO","PL",3421
"2004",2006,"TO","PMDB",188726
"2005",2006,"TO","PP",103692
"2006",2006,"TO","PPS",7969
"2007",2006,"TO","PRONA",1195
"2008",2006,"TO","PRP",3222
"2009",2006,"TO","PRTB",782
"2010",2006,"TO","PSB",14224
"2011",2006,"TO","PSC",12624
"2012",2006,"TO","PSDB",119724
"2013",2006,"TO","PSDC",421
"2014",2006,"TO","PSL",371
"2015",2006,"TO","PSOL",4307
"2016",2006,"TO","PT",65549
"2017",2006,"TO","PT do B",46
"2018",2006,"TO","PTB",1387
"2019",2006,"TO","PTC",567
"2020",2006,"TO","PTN",269
"2021",2006,"TO","PV",8230
"2022",2010,"AC","DEM",1421
"2023",2010,"AC","PC do B",35095
"2024",2010,"AC","PDT",3773
"2025",2010,"AC","PHS",283
"2026",2010,"AC","PMDB",43221
"2027",2010,"AC","PMN",16062
"2028",2010,"AC","PP",34203
"2029",2010,"AC","PPS",4540
"2030",2010,"AC","PR",2464
"2031",2010,"AC","PRB",2799
"2032",2010,"AC","PRP",4737
"2033",2010,"AC","PSB",672
"2034",2010,"AC","PSC",17149
"2035",2010,"AC","PSDB",67231
"2036",2010,"AC","PSDC",1094
"2037",2010,"AC","PSL",165
"2038",2010,"AC","PT",84233
"2039",2010,"AC","PT do B",90
"2040",2010,"AC","PTB",2607
"2041",2010,"AC","PTC",717
"2042",2010,"AC","PTN",146
"2043",2010,"AC","PV",23424
"2044",2010,"AL","DEM",19653
"2045",2010,"AL","PC do B",6245
"2046",2010,"AL","PCB",861
"2047",2010,"AL","PDT",17397
"2048",2010,"AL","PHS",3950
"2049",2010,"AL","PMDB",254870
"2050",2010,"AL","PMN",55728
"2051",2010,"AL","PP",102066
"2052",2010,"AL","PPS",3615
"2053",2010,"AL","PR",57735
"2054",2010,"AL","PRB",12513
"2055",2010,"AL","PRP",2766
"2056",2010,"AL","PRTB",4465
"2057",2010,"AL","PSB",98318
"2058",2010,"AL","PSC",22800
"2059",2010,"AL","PSDB",263762
"2060",2010,"AL","PSDC",908
"2061",2010,"AL","PSL",884
"2062",2010,"AL","PSOL",15880
"2063",2010,"AL","PT",85359
"2064",2010,"AL","PT do B",92358
"2065",2010,"AL","PTB",292107
"2066",2010,"AL","PTC",409
"2067",2010,"AL","PTN",1205
"2068",2010,"AL","PV",2555
"2069",2010,"AM","DEM",183595
"2070",2010,"AM","PC do B",88210
"2071",2010,"AM","PCB",1313
"2072",2010,"AM","PDT",6601
"2073",2010,"AM","PHS",4112
"2074",2010,"AM","PMDB",203941
"2075",2010,"AM","PMN",90582
"2076",2010,"AM","PP",263761
"2077",2010,"AM","PPS",3758
"2078",2010,"AM","PR",138800
"2079",2010,"AM","PRB",503
"2080",2010,"AM","PRP",12753
"2081",2010,"AM","PRTB",1629
"2082",2010,"AM","PSB",71344
"2083",2010,"AM","PSC",154960
"2084",2010,"AM","PSDB",16747
"2085",2010,"AM","PSDC",199
"2086",2010,"AM","PSL",13483
"2087",2010,"AM","PSOL",2386
"2088",2010,"AM","PSTU",1374
"2089",2010,"AM","PT",176822
"2090",2010,"AM","PT do B",1704
"2091",2010,"AM","PTB",95557
"2092",2010,"AM","PTC",383
"2093",2010,"AM","PTN",1509
"2094",2010,"AM","PV",7267
"2095",2010,"AP","DEM",20093
"2096",2010,"AP","PC do B",14250
"2097",2010,"AP","PCB",7594
"2098",2010,"AP","PDT",42888
"2099",2010,"AP","PHS",608
"2100",2010,"AP","PMDB",32527
"2101",2010,"AP","PMN",4325
"2102",2010,"AP","PP",15234
"2103",2010,"AP","PPS",5668
"2104",2010,"AP","PR",9793
"2105",2010,"AP","PRB",6389
"2106",2010,"AP","PRP",2406
"2107",2010,"AP","PRTB",22235
"2108",2010,"AP","PSB",36740
"2109",2010,"AP","PSC",7187
"2110",2010,"AP","PSDB",23182
"2111",2010,"AP","PSDC",82
"2112",2010,"AP","PSOL",3741
"2113",2010,"AP","PSTU",619
"2114",2010,"AP","PT",60297
"2115",2010,"AP","PTB",14625
"2116",2010,"AP","PTC",6496
"2117",2010,"AP","PTN",368
"2118",2010,"AP","PV",8184
"2119",2010,"BA","DEM",968553
"2120",2010,"BA","PC do B",356089
"2121",2010,"BA","PDT",429563
"2122",2010,"BA","PHS",47209
"2123",2010,"BA","PMDB",638167
"2124",2010,"BA","PMN",49978
"2125",2010,"BA","PP",609564
"2126",2010,"BA","PPS",61657
"2127",2010,"BA","PR",328422
"2128",2010,"BA","PRB",252344
"2129",2010,"BA","PRP",75648
"2130",2010,"BA","PRTB",3384
"2131",2010,"BA","PSB",176129
"2132",2010,"BA","PSC",178098
"2133",2010,"BA","PSDB",413937
"2134",2010,"BA","PSDC",10235
"2135",2010,"BA","PSL",9335
"2136",2010,"BA","PSOL",17664
"2137",2010,"BA","PSTU",5557
"2138",2010,"BA","PT",1677907
"2139",2010,"BA","PT do B",22342
"2140",2010,"BA","PTB",191229
"2141",2010,"BA","PTC",32053
"2142",2010,"BA","PTN",9536
"2143",2010,"BA","PV",142387
"2144",2010,"CE","DEM",34011
"2145",2010,"CE","PC do B",230094
"2146",2010,"CE","PCB",4018
"2147",2010,"CE","PDT",145222
"2148",2010,"CE","PHS",135976
"2149",2010,"CE","PMDB",966320
"2150",2010,"CE","PMN",7522
"2151",2010,"CE","PP",188059
"2152",2010,"CE","PPS",10130
"2153",2010,"CE","PR",403831
"2154",2010,"CE","PRB",122324
"2155",2010,"CE","PRP",10089
"2156",2010,"CE","PRTB",8748
"2157",2010,"CE","PSB",606762
"2158",2010,"CE","PSC",31734
"2159",2010,"CE","PSDB",350705
"2160",2010,"CE","PSDC",1947
"2161",2010,"CE","PSL",18217
"2162",2010,"CE","PSOL",125610
"2163",2010,"CE","PSTU",5809
"2164",2010,"CE","PT",687255
"2165",2010,"CE","PT do B",1298
"2166",2010,"CE","PTB",114949
"2167",2010,"CE","PTC",8178
"2168",2010,"CE","PTN",17284
"2169",2010,"CE","PV",26594
"2170",2010,"DF","DEM",63172
"2171",2010,"DF","PC do B",7283
"2172",2010,"DF","PCB",615
"2173",2010,"DF","PCO",697
"2174",2010,"DF","PDT",282471
"2175",2010,"DF","PHS",11896
"2176",2010,"DF","PMDB",87080
"2177",2010,"DF","PMN",103344
"2178",2010,"DF","PP",4123
"2179",2010,"DF","PPS",26005
"2180",2010,"DF","PR",168397
"2181",2010,"DF","PRB",33414
"2182",2010,"DF","PRP",1890
"2183",2010,"DF","PRTB",4369
"2184",2010,"DF","PSB",13211
"2185",2010,"DF","PSC",59999
"2186",2010,"DF","PSDB",38667
"2187",2010,"DF","PSDC",1404
"2188",2010,"DF","PSL",2746
"2189",2010,"DF","PSOL",12291
"2190",2010,"DF","PSTU",1354
"2191",2010,"DF","PT",374806
"2192",2010,"DF","PT do B",1174
"2193",2010,"DF","PTB",64904
"2194",2010,"DF","PTC",2198
"2195",2010,"DF","PTN",778
"2196",2010,"DF","PV",41491
"2197",2010,"ES","DEM",8405
"2198",2010,"ES","PC do B",4217
"2199",2010,"ES","PDT",321211
"2200",2010,"ES","PHS",11283
"2201",2010,"ES","PMDB",309306
"2202",2010,"ES","PMN",12849
"2203",2010,"ES","PP",65097
"2204",2010,"ES","PPS",55243
"2205",2010,"ES","PR",136724
"2206",2010,"ES","PRB",11221
"2207",2010,"ES","PRP",2552
"2208",2010,"ES","PRTB",866
"2209",2010,"ES","PSB",396397
"2210",2010,"ES","PSC",99211
"2211",2010,"ES","PSDB",106865
"2212",2010,"ES","PSL",1228
"2213",2010,"ES","PSOL",9980
"2214",2010,"ES","PT",164128
"2215",2010,"ES","PT do B",477
"2216",2010,"ES","PTB",113805
"2217",2010,"ES","PTC",1582
"2218",2010,"ES","PTN",458
"2219",2010,"ES","PV",53290
"2220",2010,"GO","DEM",378452
"2221",2010,"GO","PC do B",37013
"2222",2010,"GO","PDT",201550
"2223",2010,"GO","PHS",62883
"2224",2010,"GO","PMDB",556117
"2225",2010,"GO","PMN",107037
"2226",2010,"GO","PP",270300
"2227",2010,"GO","PPS",4911
"2228",2010,"GO","PR",159962
"2229",2010,"GO","PRB",54069
"2230",2010,"GO","PRP",4187
"2231",2010,"GO","PRTB",11980
"2232",2010,"GO","PSB",1558
"2233",2010,"GO","PSC",10758
"2234",2010,"GO","PSDB",557580
"2235",2010,"GO","PSDC",209
"2236",2010,"GO","PSL",25066
"2237",2010,"GO","PSOL",6209
"2238",2010,"GO","PSTU",1941
"2239",2010,"GO","PT",294361
"2240",2010,"GO","PT do B",1821
"2241",2010,"GO","PTB",220500
"2242",2010,"GO","PTC",8221
"2243",2010,"GO","PTN",1604
"2244",2010,"GO","PV",14162
"2245",2010,"MA","DEM",115120
"2246",2010,"MA","PC do B",62552
"2247",2010,"MA","PCB",6537
"2248",2010,"MA","PDT",160871
"2249",2010,"MA","PHS",14716
"2250",2010,"MA","PMDB",784941
"2251",2010,"MA","PMN",5815
"2252",2010,"MA","PP",124671
"2253",2010,"MA","PPS",74290
"2254",2010,"MA","PR",154887
"2255",2010,"MA","PRB",133517
"2256",2010,"MA","PRP",5331
"2257",2010,"MA","PRTB",7177
"2258",2010,"MA","PSB",154851
"2259",2010,"MA","PSC",55774
"2260",2010,"MA","PSDB",334731
"2261",2010,"MA","PSL",72241
"2262",2010,"MA","PSOL",5460
"2263",2010,"MA","PSTU",6764
"2264",2010,"MA","PT",215321
"2265",2010,"MA","PT do B",87878
"2266",2010,"MA","PTB",128896
"2267",2010,"MA","PTC",113650
"2268",2010,"MA","PV",220821
"2269",2010,"MG","DEM",747812
"2270",2010,"MG","PC do B",198818
"2271",2010,"MG","PCB",6632
"2272",2010,"MG","PCO",4242
"2273",2010,"MG","PDT",503402
"2274",2010,"MG","PHS",157487
"2275",2010,"MG","PMDB",1067888
"2276",2010,"MG","PMN",183811
"2277",2010,"MG","PP",797270
"2278",2010,"MG","PPS",445628
"2279",2010,"MG","PR",868202
"2280",2010,"MG","PRB",101113
"2281",2010,"MG","PRP",13519
"2282",2010,"MG","PRTB",51842
"2283",2010,"MG","PSB",175585
"2284",2010,"MG","PSC",225043
"2285",2010,"MG","PSDB",1606882
"2286",2010,"MG","PSDC",34678
"2287",2010,"MG","PSL",188413
"2288",2010,"MG","PSOL",36419
"2289",2010,"MG","PSTU",8582
"2290",2010,"MG","PT",1820845
"2291",2010,"MG","PT do B",223764
"2292",2010,"MG","PTB",297868
"2293",2010,"MG","PTC",188076
"2294",2010,"MG","PTN",33104
"2295",2010,"MG","PV",451949
"2296",2010,"MS","DEM",103354
"2297",2010,"MS","PC do B",1374
"2298",2010,"MS","PDT",33135
"2299",2010,"MS","PHS",2924
"2300",2010,"MS","PMDB",349572
"2301",2010,"MS","PMN",9851
"2302",2010,"MS","PP",57343
"2303",2010,"MS","PPS",12333
"2304",2010,"MS","PR",149980
"2305",2010,"MS","PRB",23882
"2306",2010,"MS","PRP",1694
"2307",2010,"MS","PRTB",146
"2308",2010,"MS","PSB",43188
"2309",2010,"MS","PSC",6967
"2310",2010,"MS","PSDB",155499
"2311",2010,"MS","PSDC",6647
"2312",2010,"MS","PSL",3300
"2313",2010,"MS","PSOL",5544
"2314",2010,"MS","PT",296967
"2315",2010,"MS","PT do B",5011
"2316",2010,"MS","PTB",7905
"2317",2010,"MS","PTC",527
"2318",2010,"MS","PTN",527
"2319",2010,"MS","PV",6421
"2320",2010,"MT","DEM",94954
"2321",2010,"MT","PC do B",24270
"2322",2010,"MT","PDT",42663
"2323",2010,"MT","PHS",32254
"2324",2010,"MT","PMDB",155892
"2325",2010,"MT","PMN",1567
"2326",2010,"MT","PP",275347
"2327",2010,"MT","PPS",54717
"2328",2010,"MT","PR",289673
"2329",2010,"MT","PRB",9885
"2330",2010,"MT","PRP",2447
"2331",2010,"MT","PSB",106491
"2332",2010,"MT","PSC",769
"2333",2010,"MT","PSDB",197465
"2334",2010,"MT","PSOL",3439
"2335",2010,"MT","PT",189750
"2336",2010,"MT","PT do B",2303
"2337",2010,"MT","PTB",21049
"2338",2010,"MT","PTC",8738
"2339",2010,"MT","PTN",1271
"2340",2010,"MT","PV",8683
"2341",2010,"PA","DEM",135168
"2342",2010,"PA","PC do B",25456
"2343",2010,"PA","PDT",147668
"2344",2010,"PA","PHS",1974
"2345",2010,"PA","PMDB",875959
"2346",2010,"PA","PMN",4888
"2347",2010,"PA","PP",92704
"2348",2010,"PA","PPS",212591
"2349",2010,"PA","PR",151836
"2350",2010,"PA","PRB",71433
"2351",2010,"PA","PRP",15255
"2352",2010,"PA","PRTB",2738
"2353",2010,"PA","PSB",69926
"2354",2010,"PA","PSC",162265
"2355",2010,"PA","PSDB",511042
"2356",2010,"PA","PSDC",5824
"2357",2010,"PA","PSOL",35134
"2358",2010,"PA","PSTU",8348
"2359",2010,"PA","PT",768076
"2360",2010,"PA","PT do B",5469
"2361",2010,"PA","PTB",178316
"2362",2010,"PA","PTC",949
"2363",2010,"PA","PTN",2472
"2364",2010,"PA","PV",32173
